100	100
0	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0.1	0
0	0
0	0
-0.00316294	0.0343312
0.0131772	0.0249476
0.0329044	0.0152597
0.048205	0.00932624
0.0587827	0.0057719
0.0661336	0.003768
0.0714702	0.0026399
0.0755118	0.00196677
0.0786785	0.00153393
0.0812319	0.00123851
0.0833433	0.00102774
0.0851267	0.000871726
0.0866599	0.000752522
0.0879979	0.000658994
0.0891801	0.000584012
0.0902359	0.000522814
0.0911877	0.000472098
0.0920527	0.000429499
0.0928444	0.000393286
0.0935735	0.000362165
0.0942487	0.000335155
0.0948769	0.000311499
0.095464	0.000290604
0.0960146	0.000272002
0.0965327	0.000255321
0.0970217	0.000240257
0.0974843	0.000226565
0.097923	0.000214042
0.0983397	0.000202519
0.0987362	0.000191857
0.0991139	0.000181935
0.0994742	0.000172654
0.0998181	0.000163926
0.100146	0.000155677
0.10046	0.000147842
0.10076	0.000140364
0.101046	0.000133193
0.101319	0.000126285
0.10158	0.0001196
0.101829	0.000113104
0.102065	0.000106763
0.10229	0.000100551
0.102503	9.44391e-05
0.102704	8.84051e-05
0.102894	8.24267e-05
0.103072	7.64838e-05
0.103239	7.05576e-05
0.103393	6.4631e-05
0.103536	5.86877e-05
0.103667	5.27127e-05
0.103786	4.66916e-05
0.103892	4.0611e-05
0.103985	3.4458e-05
0.104066	2.82201e-05
0.104132	2.18852e-05
0.104186	1.54416e-05
0.104225	8.87734e-06
0.104249	2.18059e-06
0.104259	-4.66087e-06
0.104253	-1.16598e-05
