0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	
0	-0.0358429	0.046411	0.0750477	0.0489842	-0.0040743	-0.0626631	0	
0	-0.0560619	-0.0438303	-0.0656328	-0.0964459	-0.0892791	-0.0699983	0	
0	0.00331164	-0.0372181	-0.0520336	-0.0195371	0.0245852	0.00372169	0	
0	0.0152114	-0.00517919	-0.0358298	-0.0382778	-0.00421853	0.0270773	0	
0	-0.0201909	-0.0286488	-0.00333723	0.0212177	0.0224792	0.0227039	0	
0	-0.00259358	-0.00434507	-0.0071515	-0.00828706	-0.00720159	-0.00787081	0	
0	0.00161031	0.00522772	0.00750817	0.00079837	-0.00689863	-0.0098763	0	
0	0.00503155	0.00544835	0.00300994	0.000926745	0.00119983	0.00377855	0	
0	-0.00333256	-0.00315725	0.00049729	0.0031648	0.00305925	0.00118128	0	
0	0.00143902	0.00313826	0.00336581	0.00199945	0.000449536	-0.000772165	0	
0	0	0	0	0	0	0	0	
