0	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0	
0	-0.00648957	0.0240298	0.0483938	0.0582365	0.063904	0.0686041	0.0729275	0.0765625	0.0795612	0.0821217	0.0843621	0.0863477	0.0881213	0.0897179	0.0911653	0.0924844	0.0936904	0.0947949	0.0958062	0.0967306	0.0975721	0.0983333	0.0990151	0.0996173	0.100139	0.100577	0.100928	0.101189	0.101354	0.101417	0.101372	0.10121	0.100922	0.100497	0.0999215	0.0991768	0.0982403	0.0970802	0.0956458	0.0938633	0.0916439	0.0887413	0.0846119	0.0792817	0.0739449	0.0655753	0.0351495	-0.00578419	0	
0	-0.0144408	-0.0175163	-0.00710831	0.00739507	0.0211356	0.0307801	0.0375615	0.043195	0.0482077	0.0526377	0.0565342	0.0600021	0.0631305	0.0659753	0.0685745	0.0709581	0.07315	0.0751683	0.0770264	0.0787338	0.0802967	0.0817187	0.0830011	0.0841431	0.0851418	0.0859928	0.0866896	0.0872246	0.0875882	0.0877693	0.087755	0.0875303	0.0870775	0.0863755	0.0853986	0.0841141	0.0824785	0.0804341	0.0778988	0.0747297	0.070706	0.0656319	0.0592315	0.0498152	0.0337231	0.0112088	-0.00960563	-0.01327	0	
0	-0.00860951	-0.0162484	-0.0161876	-0.0092096	-0.000924881	0.00664158	0.0136964	0.020015	0.0255192	0.0304355	0.0349351	0.0390691	0.0428639	0.0463588	0.0495928	0.0525938	0.0553815	0.0579711	0.0603744	0.0625997	0.064652	0.0665336	0.0682442	0.0697812	0.0711396	0.0723126	0.0732909	0.0740636	0.0746175	0.0749369	0.0750042	0.0747984	0.0742953	0.0734658	0.0722751	0.0706802	0.0686224	0.0660191	0.0627715	0.0587519	0.0536879	0.0471122	0.0386993	0.0280883	0.0137268	-0.00319011	-0.0132998	-0.00945725	0	
0	-0.0018885	-0.00836253	-0.0139438	-0.0143811	-0.0108853	-0.00541079	0.000223352	0.00539747	0.0102953	0.014989	0.0194132	0.0235529	0.0274385	0.0310938	0.0345308	0.0377602	0.0407933	0.0436394	0.0463046	0.0487924	0.0511042	0.053239	0.0551938	0.0569633	0.0585401	0.0599146	0.0610749	0.0620073	0.0626951	0.0631196	0.0632589	0.0630878	0.0625772	0.0616926	0.0603919	0.0586233	0.0563259	0.0534157	0.0497577	0.0451862	0.03958	0.0326986	0.0238509	0.0126916	0.000872226	-0.00751177	-0.00770414	-0.00256448	0	
0	-0.0010031	-0.00569294	-0.010374	-0.0125591	-0.0120834	-0.00971805	-0.00643102	-0.00262894	0.00137028	0.0053186	0.00916016	0.0128985	0.016512	0.0199771	0.023287	0.0264427	0.0294441	0.03229	0.0349788	0.0375085	0.0398758	0.0420757	0.0441016	0.0459451	0.047596	0.0490423	0.0502695	0.0512613	0.0519986	0.0524599	0.0526206	0.0524524	0.0519226	0.0509936	0.0496211	0.0477489	0.0453067	0.0422177	0.0383869	0.033656	0.0278342	0.0208581	0.0127896	0.00400009	-0.00371588	-0.00725679	-0.00476417	-0.000359539	0	
0	-0.00101513	-0.00420293	-0.00768886	-0.0102795	-0.011258	-0.0106517	-0.00884527	-0.00630643	-0.00343696	-0.000388068	0.00277029	0.00595082	0.00909266	0.0121703	0.0151675	0.018068	0.0208592	0.0235324	0.0260802	0.0284949	0.0307683	0.0328915	0.0348547	0.0366467	0.0382548	0.0396644	0.0408594	0.0418213	0.0425294	0.0429604	0.0430878	0.0428821	0.042309	0.0413288	0.0398964	0.0379607	0.0354567	0.0323003	0.0284123	0.0237367	0.018191	0.0117313	0.0047303	-0.00175835	-0.0060721	-0.00680307	-0.00416155	-0.000781038	0	
0	-0.000993826	-0.00328512	-0.00595681	-0.00825761	-0.00955864	-0.00977792	-0.00904025	-0.00759998	-0.00566661	-0.00339426	-0.000931412	0.00162821	0.00423777	0.00685849	0.00945491	0.0120021	0.014483	0.0168829	0.0191883	0.0213869	0.023467	0.0254165	0.0272228	0.0288723	0.0303503	0.0316408	0.0327259	0.033586	0.0341994	0.034542	0.0345867	0.0343035	0.0336588	0.0326145	0.0311263	0.0291447	0.0266196	0.0234954	0.0197075	0.0152231	0.0101082	0.00456737	-0.000895028	-0.00529937	-0.00746109	-0.00679824	-0.00417861	-0.0012948	0	
0	-0.000675041	-0.00243203	-0.00461954	-0.00657664	-0.00791623	-0.00852838	-0.00840817	-0.00765948	-0.006413	-0.00481791	-0.00298744	-0.000991003	0.00111051	0.00326484	0.00543635	0.00759908	0.00973026	0.0118101	0.0138217	0.0157503	0.0175811	0.0192998	0.0208918	0.0223419	0.0236339	0.0247507	0.0256737	0.0263827	0.0268558	0.027069	0.0269958	0.0266071	0.0258706	0.0247516	0.0232124	0.0212111	0.0187047	0.0156635	0.0120784	0.00797146	0.00347074	-0.00108054	-0.00509071	-0.00778424	-0.00848437	-0.00699198	-0.00408017	-0.00125558	0	
0	-0.00050911	-0.00186341	-0.00357464	-0.00520034	-0.00647651	-0.00724166	-0.00745342	-0.00715759	-0.00643476	-0.0053765	-0.0040584	-0.00255196	-0.000919169	0.00079623	0.0025602	0.00434234	0.00611711	0.00786366	0.00956355	0.0111996	0.0127553	0.0142149	0.0155626	0.016782	0.0178564	0.0187679	0.0194979	0.0200263	0.0203316	0.0203905	0.0201782	0.0196678	0.0188305	0.0176354	0.0160516	0.0140512	0.0116101	0.00871766	0.00540281	0.00176298	-0.00200032	-0.00551766	-0.00824333	-0.0095774	-0.00914777	-0.00704289	-0.00393808	-0.00114424	0	
