6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	6.93889e-18	0	
0.03849	0.03849	0.03849	0.03849	0.03849	0.03849	0.03849	0.03849	0.03849	0.03849	
