-1.82123e-07	-1.76146e-06	-1.82584e-06	-2.30535e-06	-1.7825e-06	-1.58598e-06	-9.18932e-07	-4.03422e-07	3.19107e-07	9.36741e-07	1.62977e-06	2.26282e-06	2.91379e-06	3.5282e-06	4.14261e-06	4.73932e-06	5.33283e-06	5.9209e-06	6.50858e-06	7.09761e-06	7.68781e-06	8.28084e-06	8.87351e-06	9.46531e-06	1.0051e-05	1.06276e-05	1.11883e-05	1.17278e-05	1.22379e-05	1.27117e-05	1.31401e-05	1.35146e-05	1.38256e-05	1.4064e-05	1.42202e-05	1.42851e-05	1.42495e-05	1.4105e-05	1.38439e-05	1.34592e-05	1.29453e-05	1.22977e-05	1.15135e-05	1.05916e-05	9.53255e-06	8.33919e-06	7.01642e-06	5.57141e-06	4.01367e-06	2.35501e-06	6.09612e-07	-1.20617e-06	-3.07387e-06	-4.97311e-06	-6.88188e-06	-8.7768e-06	-1.06335e-05	-1.24271e-05	-1.41325e-05	-1.57251e-05	-1.7181e-05	-1.84779e-05	-1.95955e-05	-2.05157e-05	-2.12236e-05	-2.17075e-05	-2.19598e-05	-2.19762e-05	-2.17576e-05	-2.13079e-05	-2.06367e-05	-1.97554e-05	-1.86824e-05	-1.7435e-05	-1.6039e-05	-1.45147e-05	-1.28943e-05	-1.11973e-05	-9.46112e-06	-7.69911e-06	-5.95503e-06	-4.22885e-06	-2.57454e-06	-9.69216e-07	5.12992e-07	1.93365e-06	3.17888e-06	4.3711e-06	5.32304e-06	6.261e-06	6.85967e-06	7.51296e-06	7.67069e-06	8.00978e-06	7.57232e-06	7.49323e-06	6.27709e-06	5.73523e-06	3.47198e-06	2.23971e-06	2.88517e-07	
-3.23816e-06	-9.78839e-06	-1.23521e-05	-1.36767e-05	-1.18982e-05	-9.42914e-06	-5.63767e-06	-1.60571e-06	2.93358e-06	7.43791e-06	1.20364e-05	1.65144e-05	2.09405e-05	2.52476e-05	2.94827e-05	3.36434e-05	3.77602e-05	4.18506e-05	4.59313e-05	5.00165e-05	5.41077e-05	5.82068e-05	6.22999e-05	6.63732e-05	7.03983e-05	7.43462e-05	7.81758e-05	8.18446e-05	8.53012e-05	8.84926e-05	9.13595e-05	9.38421e-05	9.58764e-05	9.73993e-05	9.83465e-05	9.86558e-05	9.82671e-05	9.71242e-05	9.51759e-05	9.2378e-05	8.86935e-05	8.40952e-05	7.85662e-05	7.21016e-05	6.4709e-05	5.64104e-05	4.72419e-05	3.72552e-05	2.65171e-05	1.51103e-05	3.13234e-06	-9.30437e-06	-2.2074e-05	-3.50382e-05	-4.80482e-05	-6.09468e-05	-7.35704e-05	-8.57521e-05	-9.73247e-05	-0.000108124	-0.000117991	-0.000126778	-0.000134349	-0.000140586	-0.000145388	-0.00014868	-0.000150409	-0.000150548	-0.000149101	-0.000146096	-0.000141591	-0.000135671	-0.000128445	-0.00012004	-0.000110613	-0.000100319	-8.93441e-05	-7.78578e-05	-6.60577e-05	-5.41053e-05	-4.21998e-05	-3.04706e-05	-1.91127e-05	-8.20141e-06	2.06397e-06	1.16877e-05	2.04372e-05	2.84222e-05	3.53167e-05	4.13837e-05	4.60909e-05	4.99222e-05	5.19766e-05	5.31084e-05	5.17296e-05	4.93563e-05	4.34976e-05	3.67972e-05	2.51849e-05	1.51112e-05	4.35849e-06	
-8.44643e-06	-2.26674e-05	-2.96429e-05	-3.09611e-05	-2.70556e-05	-1.98054e-05	-1.02726e-05	6.29414e-07	1.2283e-05	2.42663e-05	3.62735e-05	4.81717e-05	5.98573e-05	7.13361e-05	8.2604e-05	9.37196e-05	0.000104714	0.000115647	0.000126543	0.000137435	0.000148321	0.000159195	0.000170019	0.000180747	0.000191302	0.0002016	0.000211533	0.000220982	0.000229813	0.000237882	0.000245035	0.000251114	0.000255956	0.000259396	0.000261273	0.000261428	0.000259713	0.00025599	0.000250136	0.000242048	0.000231643	0.000218862	0.000203678	0.000186092	0.000166139	0.000143888	0.000119449	9.29646e-05	6.46201e-05	3.46364e-05	3.27171e-06	-2.91808e-05	-6.23959e-05	-9.60197e-05	-0.000129674	-0.000162962	-0.000195472	-0.000226788	-0.000256494	-0.000284181	-0.00030946	-0.000331962	-0.000351355	-0.000367347	-0.000379691	-0.000388199	-0.00039274	-0.00039325	-0.000389731	-0.000382254	-0.000370956	-0.000356043	-0.00033778	-0.000316486	-0.00029253	-0.000266319	-0.000238289	-0.000208891	-0.000178589	-0.000147834	-0.000117076	-8.67256e-05	-5.71851e-05	-2.87908e-05	-1.8849e-06	2.3287e-05	4.64328e-05	6.73946e-05	8.58796e-05	0.000101797	0.00011476	0.000124714	0.00013102	0.000133676	0.000131558	0.000124899	0.000111866	9.36832e-05	6.74717e-05	4.06512e-05	1.27353e-05	
-1.46447e-05	-3.76362e-05	-4.83904e-05	-4.83739e-05	-4.04877e-05	-2.64402e-05	-8.6616e-06	1.1786e-05	3.34792e-05	5.59442e-05	7.84767e-05	0.000100939	0.000123061	0.000144888	0.000166368	0.000187607	0.000208636	0.00022955	0.000250377	0.000271158	0.000291876	0.0003125	0.00033295	0.000353119	0.00037286	0.000391998	0.000410326	0.000427612	0.0004436	0.00045802	0.000470582	0.000480993	0.000488952	0.00049416	0.000496327	0.000495174	0.00049044	0.00048189	0.000469321	0.000452566	0.000431499	0.000406045	0.00037618	0.00034194	0.000303418	0.000260774	0.000214234	0.000164088	0.000110695	5.44759e-05	-4.08319e-06	-6.44398e-05	-0.000125998	-0.000188116	-0.000250114	-0.000311281	-0.000370888	-0.000428199	-0.000482482	-0.000533023	-0.000579137	-0.000620186	-0.000655587	-0.000684832	-0.000707493	-0.000723237	-0.000731835	-0.000733169	-0.000727236	-0.000714153	-0.000694151	-0.000667579	-0.000634892	-0.000596642	-0.000553467	-0.000506078	-0.000455238	-0.000401749	-0.00034643	-0.0002901	-0.00023356	-0.000177577	-0.000122874	-7.01141e-05	-1.99008e-05	2.72242e-05	7.07745e-05	0.000110314	0.000145418	0.000175689	0.000200654	0.000219863	0.000232609	0.000238323	0.000235862	0.000224704	0.000203034	0.000171579	0.000128091	7.9637e-05	2.68368e-05	
-2.04822e-05	-5.17331e-05	-6.46786e-05	-6.15648e-05	-4.74119e-05	-2.43559e-05	4.14039e-06	3.66196e-05	7.10406e-05	0.000106697	0.000142569	0.000178435	0.000213889	0.000248973	0.000283597	0.000317895	0.00035189	0.0003857	0.000419341	0.000452848	0.000486167	0.000519223	0.000551863	0.000583897	0.000615072	0.000645094	0.000673619	0.000700271	0.000724637	0.000746283	0.000764757	0.000779595	0.000790335	0.000796522	0.000797716	0.000793505	0.000783511	0.0007674	0.000744893	0.000715772	0.000679889	0.000637172	0.000587637	0.000531384	0.00046861	0.000399607	0.000324764	0.00024457	0.000159606	7.05504e-05	-2.18347e-05	-0.000116704	-0.000213141	-0.000310166	-0.000406748	-0.000501819	-0.000594288	-0.000683059	-0.000767045	-0.000845188	-0.000916478	-0.000979971	-0.00103481	-0.00108024	-0.00111563	-0.00114047	-0.00115443	-0.00115732	-0.00114912	-0.00112999	-0.00110024	-0.00106038	-0.00101107	-0.000953098	-0.000887406	-0.000815038	-0.000737127	-0.000654869	-0.000569497	-0.000482252	-0.000394362	-0.000307014	-0.000221335	-0.000138378	-5.91139e-05	1.55798e-05	8.48905e-05	0.000148096	0.000204475	0.000253377	0.000294019	0.000325701	0.000347348	0.000358127	0.00035643	0.000341504	0.000311017	0.000265652	0.000203214	0.000129416	4.48045e-05	
-2.50611e-05	-6.23442e-05	-7.50561e-05	-6.63813e-05	-4.34558e-05	-8.92329e-06	3.27081e-05	7.96316e-05	0.000129222	0.000180545	0.000232281	0.000284119	0.000335522	0.000386517	0.000436968	0.000487022	0.000536682	0.000586067	0.000635163	0.000683974	0.000732384	0.000780244	0.000827301	0.000873249	0.000917697	0.000960198	0.00100024	0.00103727	0.00107069	0.00109987	0.00112418	0.00114295	0.00115556	0.00116137	0.00115979	0.00115029	0.00113236	0.0011056	0.00106966	0.0010243	0.00096938	0.00090487	0.000830857	0.00074755	0.00065529	0.000554544	0.000445909	0.000330112	0.000208003	8.05489e-05	-5.11703e-05	-0.000185975	-0.000322596	-0.000459688	-0.000595845	-0.000729619	-0.000859537	-0.000984122	-0.00110192	-0.0012115	-0.00131152	-0.00140072	-0.00147793	-0.00154215	-0.00159252	-0.00162836	-0.00164918	-0.00165472	-0.00164492	-0.00161996	-0.00158024	-0.00152641	-0.00145931	-0.00138	-0.0012897	-0.0011898	-0.00108184	-0.000967421	-0.000848225	-0.000725959	-0.000602326	-0.000478982	-0.000357529	-0.000239468	-0.000126213	-1.9047e-05	8.08148e-05	0.000172295	0.000254301	0.000325869	0.00038585	0.000433244	0.000466593	0.000484753	0.00048569	0.00046834	0.000430087	0.000370972	0.000288833	0.000187097	6.57104e-05	
-2.77325e-05	-6.73408e-05	-7.66436e-05	-5.94588e-05	-2.49959e-05	2.3673e-05	8.09154e-05	0.000144688	0.000211771	0.000281085	0.000351009	0.000421174	0.000490911	0.000560238	0.000628964	0.000697237	0.000765022	0.000832418	0.000899356	0.00096578	0.00103148	0.00109621	0.00115957	0.00122111	0.00128028	0.00133643	0.00138887	0.00143682	0.00147949	0.00151602	0.00154558	0.00156732	0.00158041	0.00158406	0.00157754	0.00156017	0.00153138	0.00149068	0.00143773	0.00137227	0.00129421	0.0012036	0.00110063	0.000985674	0.000859243	0.000722019	0.000574844	0.000418711	0.000254765	8.42901e-05	-9.13002e-05	-0.000270474	-0.000451599	-0.000632952	-0.000812747	-0.000989148	-0.00116029	-0.00132433	-0.00147941	-0.00162375	-0.00175565	-0.00187352	-0.00197588	-0.00206146	-0.00212915	-0.00217807	-0.00220757	-0.00221727	-0.00220707	-0.00217714	-0.00212795	-0.00206025	-0.00197506	-0.00187367	-0.0017576	-0.0016286	-0.00148857	-0.00133957	-0.00118373	-0.00102326	-0.000860371	-0.000697237	-0.000535977	-0.000378606	-0.000227034	-8.30272e-05	5.17464e-05	0.000175765	0.000287532	0.000385667	0.000468662	0.0005351	0.000583202	0.000611369	0.000617309	0.000599338	0.000554828	0.000482633	0.000380551	0.000249335	8.82695e-05	
-2.78715e-05	-6.5109e-05	-6.69159e-05	-3.77402e-05	1.13544e-05	7.69411e-05	0.00015234	0.000235326	0.000322131	0.000411606	0.000501858	0.000592499	0.000682737	0.000772594	0.000861814	0.000950535	0.00103867	0.00112626	0.00121316	0.00129923	0.00138413	0.00146746	0.00154867	0.00162713	0.00170206	0.00177263	0.0018379	0.00189687	0.00194852	0.00199179	0.0020256	0.00204893	0.00206075	0.00206013	0.0020462	0.0020182	0.00197549	0.00191756	0.00184406	0.0017548	0.00164975	0.00152908	0.00139315	0.00124249	0.00107783	0.000900103	0.000710406	0.000510022	0.0003004	8.31497e-05	-0.000139978	-0.000367099	-0.000596219	-0.000825247	-0.00105202	-0.00127432	-0.0014899	-0.00169653	-0.00189199	-0.00207413	-0.00224088	-0.00239031	-0.00252064	-0.00263027	-0.00271785	-0.00278226	-0.00282266	-0.00283855	-0.00282971	-0.0027963	-0.00273879	-0.00265804	-0.00255521	-0.00243181	-0.00228963	-0.00213075	-0.00195745	-0.00177224	-0.00157773	-0.00137663	-0.00117169	-0.00096565	-0.000761178	-0.000560858	-0.000367145	-0.000182357	-8.66676e-06	0.000151887	0.000297357	0.000425874	0.000535545	0.000624467	0.000690544	0.000731632	0.000745258	0.00072896	0.000680026	0.000596008	0.000474461	0.000313535	0.000111649	
-2.4974e-05	-5.42476e-05	-4.38264e-05	1.27403e-06	6.84286e-05	0.000153871	0.000250045	0.000354586	0.000463288	0.000574975	0.000687551	0.000800641	0.000913357	0.00102573	0.00113745	0.00124862	0.00135908	0.00146881	0.00157753	0.00168499	0.00179068	0.00189404	0.00199431	0.00209063	0.00218201	0.00226736	0.00234551	0.00241523	0.00247522	0.00252422	0.00256095	0.00258417	0.00259272	0.00258553	0.00256162	0.00252018	0.00246054	0.00238219	0.00228483	0.00216835	0.00203285	0.00187865	0.00170627	0.00151647	0.00131021	0.00108867	0.000853211	0.000605418	0.00034704	8.00031e-05	-0.000193613	-0.000471587	-0.000751577	-0.00103114	-0.00130774	-0.00157881	-0.00184173	-0.00209388	-0.00233268	-0.0025556	-0.00276022	-0.00294425	-0.00310556	-0.00324225	-0.00335265	-0.00343539	-0.00348942	-0.00351403	-0.00350889	-0.00347408	-0.00341006	-0.00331772	-0.00319836	-0.00305366	-0.00288567	-0.00269677	-0.00248964	-0.0022672	-0.00203256	-0.00178896	-0.00153971	-0.00128812	-0.00103747	-0.000790958	-0.000551632	-0.000322412	-0.000106038	9.48796e-05	0.000277884	0.000440568	0.000580598	0.000695548	0.000782969	0.000840133	0.000864307	0.000852281	0.000801061	0.000706969	0.000567078	0.000377168	0.000134856	
-1.86126e-05	-3.35655e-05	-5.57092e-06	5.98465e-05	0.000148763	0.00025715	0.000376766	0.000505184	0.000637881	0.000773713	0.000910461	0.0010478	0.00118479	0.00132147	0.00145747	0.00159287	0.0017274	0.00186094	0.00199308	0.00212339	0.00225117	0.00237565	0.00249584	0.00261063	0.00271878	0.00281893	0.00290965	0.00298946	0.00305684	0.00311028	0.00314833	0.00316956	0.00317269	0.00315654	0.00312007	0.00306245	0.002983	0.00288128	0.00275707	0.00261038	0.00244145	0.00225078	0.00203909	0.00180736	0.00155679	0.00128881	0.00100506	0.000707392	0.00039785	7.86559e-05	-0.000247804	-0.000578994	-0.000912249	-0.00124479	-0.00157376	-0.00189621	-0.00220918	-0.0025097	-0.0027948	-0.00306158	-0.00330725	-0.00352914	-0.00372476	-0.00389187	-0.00402846	-0.00413286	-0.00420375	-0.0042402	-0.00424169	-0.00420816	-0.00414004	-0.00403821	-0.00390404	-0.00373935	-0.00354643	-0.00332795	-0.00308695	-0.00282679	-0.00255105	-0.00226352	-0.00196809	-0.0016687	-0.00136925	-0.0010736	-0.000785436	-0.000508339	-0.00024567	-6.67168e-07	0.000223647	0.000424279	0.000598401	0.000743023	0.000855287	0.00093188	0.0009697	0.000964808	0.000913806	0.000811847	0.000655463	0.00043833	0.000157227	
