0	0	0	0	0	0	0	0	
0	0.0537464	0.00937713	0.0296658	-0.0770061	0.0369167	-0.0407074	0	
0	0.0425488	0.0436186	0.029983	-0.0700609	-0.081843	0.0116715	0	
0	0.0218288	0.0418816	-0.0142943	-0.033344	-0.0804765	0.0727619	0	
0	0.0189059	0.00868482	-0.0404351	-0.00488803	-0.00542132	0.0165674	0	
0	0.00509135	-0.00336341	-0.0103343	0.00824688	0.00987653	-0.0235091	0	
0	-0.00714131	-0.012241	0.00905329	0.00679948	0.00870405	-0.00178442	0	
0	-0.000178078	-0.0047393	0.00250389	0.00318597	0.00354937	0.00189907	0	
0	-0.00200942	-0.00209608	-0.00545086	0.00256778	0.000906812	0.00133183	0	
0	-2.68349e-05	-0.00162324	-0.00259093	0.00293047	0.00099298	0.00138309	0	
0	-0.000826103	-0.00107966	0.000629057	0.000460905	-0.000321556	-0.000186275	0	
0	0	0	0	0	0	0	0	
