0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.0456185	0.0177978	0.0113983	-0.00649057	0.000640306	0.00423023	0.00333865	0.00198842	0.00144061	0.000665339	0.000422894	-0.000431263	-0.00270667	-0.00476084	0.0134216	-0.00274648	-0.0110257	-0.0582359	0	
0	0.0347047	0.0472221	0.0326797	0.0100438	0.0109632	0.00989028	0.00874437	0.00755792	0.00598275	0.00333993	0.000667026	-0.00145587	-0.00492717	-0.0147085	-0.00725421	-0.0207196	-0.0590976	-0.0584198	0	
0	0.0169638	0.0535095	0.0380855	0.026542	0.0198337	0.0154518	0.014945	0.0127848	0.00954003	0.00626106	0.00177308	-0.00437405	-0.00836229	-0.0181171	-0.0299345	-0.0469733	-0.0805961	-0.026936	0	
0	0.0190618	0.0361317	0.0312504	0.0347942	0.0272938	0.0226099	0.0199675	0.016262	0.0122356	0.00798845	0.00237403	-0.00620317	-0.014155	-0.0250514	-0.0451046	-0.0537183	-0.0664619	-0.0217943	0	
0	0.0211251	0.0277931	0.0325364	0.035442	0.029317	0.0265134	0.022239	0.0183771	0.0140151	0.0078703	0.000931268	-0.00758686	-0.0190861	-0.0314296	-0.0492333	-0.0543899	-0.0467354	-0.030422	0	
0	0.0159668	0.0255861	0.0324221	0.0308109	0.0289808	0.0280246	0.0233095	0.0190055	0.0138487	0.00712221	-0.00081283	-0.0100421	-0.0230446	-0.0353269	-0.0441803	-0.0499382	-0.0371219	-0.0266082	0	
0	0.0139959	0.024293	0.0287575	0.0288654	0.0290898	0.0264709	0.0223538	0.0182206	0.012465	0.00569697	-0.00292934	-0.0127805	-0.0237695	-0.0353657	-0.0394643	-0.0419803	-0.0343192	-0.0202325	0	
0	0.0123843	0.0211309	0.0248542	0.027139	0.0265069	0.0234485	0.0206458	0.0164928	0.0104654	0.00369138	-0.00478094	-0.014584	-0.0229373	-0.0315433	-0.0359789	-0.034006	-0.0292985	-0.0150066	0	
0	0.0106992	0.018061	0.0222668	0.0239091	0.0227804	0.0210748	0.0183021	0.0137106	0.00810669	0.00157305	-0.00585802	-0.014343	-0.0218281	-0.0268869	-0.030925	-0.028041	-0.0223153	-0.0116482	0	
0	0.00885533	0.0153944	0.019073	0.0198634	0.0194457	0.0181897	0.0149673	0.0108761	0.00611622	-7.28925e-05	-0.00663138	-0.01295	-0.0195147	-0.0229554	-0.0244195	-0.022588	-0.0164987	-0.00882079	0	
0	0.00723108	0.0126143	0.0154379	0.0164324	0.0163171	0.0146459	0.0118524	0.00852775	0.00419949	-0.00104216	-0.00667779	-0.0115045	-0.0160434	-0.0190553	-0.0188015	-0.0169881	-0.0122169	-0.00633492	0	
0	0.00564686	0.00983142	0.0121492	0.0131822	0.012808	0.0113191	0.00933195	0.00636115	0.00244099	-0.00148615	-0.00583275	-0.00998443	-0.0126908	-0.0146547	-0.0143976	-0.0121753	-0.00876344	-0.00441641	0	
0	0.00416334	0.00734856	0.00924754	0.00995839	0.00961092	0.00864133	0.00695969	0.00445319	0.00144626	-0.00165324	-0.00478008	-0.00791665	-0.00986359	-0.010645	-0.0105094	-0.0085873	-0.00599643	-0.00296665	0	
0	0.00286087	0.00517109	0.00654816	0.00705277	0.00695279	0.00624796	0.0047717	0.00300296	0.000974508	-0.00155988	-0.00382954	-0.00566453	-0.00721216	-0.00755697	-0.00712469	-0.00581478	-0.00390766	-0.00186802	0	
0	0.00179268	0.00329687	0.00423706	0.00468769	0.00464472	0.00410373	0.00315103	0.00195494	0.000520947	-0.00114166	-0.0027354	-0.00384739	-0.00476754	-0.00504258	-0.00453366	-0.0036226	-0.00235195	-0.00107299	0	
0	0.000961475	0.00181799	0.00242471	0.00276649	0.00268586	0.00237226	0.00192697	0.00114141	0.000156212	-0.000654501	-0.00160642	-0.00243228	-0.00278755	-0.00290976	-0.00264377	-0.00200179	-0.00122656	-0.000534214	0	
0	0.000388246	0.000795962	0.0010937	0.00126815	0.00125022	0.00111832	0.000883937	0.000536957	7.07749e-05	-0.000329589	-0.000747051	-0.00117454	-0.00132179	-0.00133156	-0.00123977	-0.000886285	-0.000510413	-0.000209322	0	
0	6.82229e-05	0.000203456	0.000271138	0.000307382	0.000347365	0.000313108	0.000180068	0.000145948	6.89658e-05	-0.000132896	-0.000219851	-0.000271647	-0.000370171	-0.000371555	-0.000319887	-0.000216629	-0.000130873	-4.38202e-05	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
