-3.04377e-07	-4.12592e-07	6.10622e-07	1.97059e-06	3.34001e-06	4.60626e-06	5.70968e-06	6.63015e-06	7.36423e-06	7.9239e-06	8.31992e-06	8.56935e-06	8.68149e-06	8.67002e-06	8.53848e-06	8.29552e-06	7.93942e-06	7.47548e-06	6.89945e-06	6.21626e-06	5.42259e-06	4.52626e-06	3.52812e-06	2.44154e-06	1.27401e-06	4.60391e-08	-1.22715e-06	-2.51778e-06	-3.80345e-06	-5.05074e-06	-6.23245e-06	-7.31289e-06	-8.26406e-06	-9.05272e-06	-9.65514e-06	-1.00458e-05	-1.02104e-05	-1.01359e-05	-9.82137e-06	-9.26958e-06	-8.49545e-06	-7.51874e-06	-6.37102e-06	-5.08998e-06	-3.72612e-06	-2.34071e-06	-1.01323e-06	1.51828e-07	9.83396e-07	1.29541e-06	4.52614e-07	
-1.52857e-06	-3.98734e-07	5.96607e-06	1.46853e-05	2.3685e-05	3.20819e-05	3.94549e-05	4.56362e-05	5.05988e-05	5.43881e-05	5.70843e-05	5.87718e-05	5.95315e-05	5.94266e-05	5.85071e-05	5.68024e-05	5.43329e-05	5.11047e-05	4.71247e-05	4.2396e-05	3.69338e-05	3.07599e-05	2.39183e-05	1.64677e-05	8.4958e-06	1.09454e-07	-8.554e-06	-1.73385e-05	-2.60617e-05	-3.4529e-05	-4.25295e-05	-4.9852e-05	-5.62842e-05	-6.16293e-05	-6.5707e-05	-6.83694e-05	-6.95023e-05	-6.90379e-05	-6.69552e-05	-6.32885e-05	-5.81254e-05	-5.16125e-05	-4.39533e-05	-3.54141e-05	-2.63297e-05	-1.71212e-05	-8.32499e-06	-6.62267e-07	4.84041e-06	6.77485e-06	3.30178e-06	
-1.10226e-06	5.1975e-06	2.18591e-05	4.3585e-05	6.60105e-05	8.70461e-05	0.000105627	0.000121298	0.000133943	0.000143633	0.000150532	0.000154829	0.000156706	0.000156314	0.000153771	0.000149154	0.000142514	0.000133878	0.000123268	0.000110708	9.62422e-05	7.99461e-05	6.19379e-05	4.23863e-05	2.15193e-05	-3.74445e-07	-2.29434e-05	-4.57782e-05	-6.84168e-05	-9.03571e-05	-0.000111069	-0.000130012	-0.000146656	-0.0001605	-0.000171096	-0.000178069	-0.000181137	-0.000180128	-0.000174994	-0.000165823	-0.000152844	-0.000136431	-0.000117109	-9.55602e-05	-7.26422e-05	-4.94198e-05	-2.72325e-05	-7.82069e-06	6.50456e-06	1.25155e-05	6.76112e-06	
3.04679e-06	2.06434e-05	5.27139e-05	9.19755e-05	0.000132123	0.000169828	0.000203266	0.00023159	0.000254534	0.000272158	0.000284693	0.000292435	0.000295674	0.000294663	0.000289601	0.000280628	0.000267837	0.000251291	0.000231043	0.000207159	0.00017974	0.000148948	0.00011502	7.82875e-05	3.91846e-05	-1.7446e-06	-4.38461e-05	-8.63642e-05	-0.000128452	-0.000169194	-0.000207627	-0.000242773	-0.000273674	-0.000299429	-0.000319228	-0.000332399	-0.000338434	-0.000337025	-0.000328089	-0.000311787	-0.000288537	-0.000259025	-0.00022421	-0.000185339	-0.000143968	-0.000102011	-6.18256e-05	-2.63677e-05	6.34381e-07	1.41046e-05	8.83301e-06	
1.16726e-05	4.80257e-05	0.000100984	0.000162004	0.000223435	0.000280926	0.000331952	0.000375265	0.000410415	0.000437428	0.000456583	0.000468269	0.000472883	0.00047078	0.000462242	0.000447479	0.00042664	0.000399833	0.000367161	0.000328752	0.000284795	0.000235569	0.000181472	0.000123047	6.09917e-05	-3.83072e-06	-7.03927e-05	-0.000137515	-0.000203885	-0.000268086	-0.000328637	-0.000384036	-0.000432811	-0.000473582	-0.00050511	-0.000526361	-0.000536555	-0.000535218	-0.000522218	-0.000497801	-0.000462607	-0.00041769	-0.000364528	-0.000305038	-0.000241597	-0.000177099	-0.000115039	-5.9662e-05	-1.61247e-05	8.82201e-06	8.44456e-06	
2.4989e-05	8.80886e-05	0.00016776	0.000254804	0.000340797	0.000420695	0.00049145	0.000551489	0.000600204	0.000637585	0.000663958	0.000679793	0.000685589	0.000681795	0.00066878	0.000646823	0.000616134	0.000576879	0.000529226	0.000473383	0.000409649	0.000338453	0.00026039	0.000176252	8.70503e-05	-5.98289e-06	-0.00010139	-0.000197506	-0.000292488	-0.000384353	-0.000471028	-0.000550418	-0.00062047	-0.000679254	-0.000725038	-0.000756372	-0.000772156	-0.000771715	-0.000754847	-0.000721877	-0.000673685	-0.000611729	-0.000538057	-0.000455324	-0.000366813	-0.000276471	-0.000188986	-0.000109912	-4.57864e-05	-4.8085e-06	5.0603e-06	
4.29883e-05	0.000140925	0.000253311	0.000370744	0.0004845	0.000589185	0.000681462	0.000759569	0.000822814	0.000871191	0.000905079	0.000925039	0.000931664	0.000925497	0.000906988	0.000876487	0.000834267	0.00078056	0.000715605	0.000639709	0.0005533	0.000456976	0.000351558	0.00023812	0.000118017	-7.10727e-06	-0.000135323	-0.000264435	-0.000392017	-0.000515464	-0.000632057	-0.000739046	-0.000833732	-0.000913572	-0.000976281	-0.00101993	-0.00104304	-0.0010447	-0.0010246	-0.000983118	-0.000921375	-0.000841243	-0.000745371	-0.000637195	-0.000520946	-0.00040167	-0.000285276	-0.000178619	-8.95557e-05	-2.75446e-05	-1.55237e-06	
6.55518e-05	0.000206301	0.000357425	0.000509667	0.000654374	0.000786121	0.000901522	0.000998799	0.00107729	0.00113704	0.00117854	0.00120244	0.00120944	0.00120018	0.00117519	0.00113488	0.0010796	0.00100964	0.000925314	0.000827044	0.000715393	0.000591146	0.000455364	0.000309422	0.000155044	-5.69309e-06	-0.000170356	-0.000336186	-0.000500135	-0.000658934	-0.000809168	-0.000947371	-0.00107014	-0.00117426	-0.00125681	-0.00131532	-0.00134788	-0.00135326	-0.00133099	-0.00128148	-0.00120605	-0.00110699	-0.000987548	-0.000851964	-0.000705443	-0.000554161	-0.000405261	-0.000266896	-0.000148197	-5.97758e-05	-1.14883e-05	
9.25065e-05	0.000283808	0.000479611	0.000671067	0.0008499	0.00101093	0.00115096	0.00126838	0.00136268	0.00143405	0.00148313	0.00151071	0.0015176	0.00150454	0.00147214	0.00142088	0.00135118	0.00126338	0.0011579	0.00103524	0.000896119	0.000741508	0.000572714	0.000391421	0.000199728	1.60635e-07	-0.000204331	-0.000410402	-0.000614358	-0.000812228	-0.000999855	-0.00117301	-0.00132752	-0.00145941	-0.00156508	-0.00164141	-0.00168596	-0.00169713	-0.00167421	-0.00161757	-0.00152871	-0.00141027	-0.00126611	-0.00110127	-0.000921946	-0.000735469	-0.000550239	-0.000375718	-0.000222305	-0.000101756	-2.4793e-05	
0.000123652	0.000372939	0.000619195	0.000854195	0.00107029	0.00126279	0.00142892	0.00156738	0.00167797	0.00176115	0.00181773	0.0018487	0.00185501	0.0018375	0.00179689	0.00173371	0.00164844	0.00154149	0.00141333	0.00126459	0.00109611	0.000909052	0.000704951	0.000485798	0.000254064	1.27175e-05	-0.00023477	-0.00048446	-0.000731993	-0.000972669	-0.00120155	-0.00141359	-0.00160378	-0.00176731	-0.00189979	-0.00199736	-0.00205697	-0.0020765	-0.00205494	-0.00199253	-0.00189083	-0.00175284	-0.00158298	-0.00138709	-0.00117236	-0.000947305	-0.000721617	-0.00050611	-0.000312504	-0.000153756	-4.15202e-05	
