-1.61017e-06	-2.04567e-05	-5.72824e-05	-0.000118268	-0.000195998	-0.000286344	-0.00038015	-0.000474485	-0.000561229	-0.000637952	-0.000697153	-0.000736845	-0.000750845	-0.00073907	-0.00069866	-0.000633554	-0.000545909	-0.000444505	-0.000335964	-0.000231893	-0.000139816	-6.94663e-05	-2.39426e-05	-4.71886e-06	1.626e-07	
-9.42135e-06	-7.0313e-05	-0.000190214	-0.000371289	-0.000598182	-0.000856251	-0.0011251	-0.00139149	-0.00163773	-0.00185224	-0.00201888	-0.00212791	-0.00216689	-0.00213185	-0.00201929	-0.00183638	-0.00159275	-0.0013086	-0.00100515	-0.000710246	-0.000447477	-0.00024023	-0.000100008	-2.78487e-05	-2.45221e-06	
-1.83719e-05	-0.000131309	-0.000344164	-0.000645476	-0.00101051	-0.00141704	-0.00183693	-0.00224938	-0.00262929	-0.00295817	-0.00321333	-0.00337933	-0.00343933	-0.00338671	-0.00321764	-0.00294157	-0.00257332	-0.00214088	-0.00167568	-0.00121708	-0.000800647	-0.000460292	-0.000215213	-7.09209e-05	-8.82938e-06	
-2.91286e-05	-0.000199665	-0.000508931	-0.000927615	-0.00142042	-0.00195911	-0.0025104	-0.00304845	-0.00354289	-0.00397025	-0.00430308	-0.00452176	-0.00460598	-0.00454674	-0.00433922	-0.00399342	-0.00352681	-0.002972	-0.00236733	-0.00176073	-0.00119758	-0.000721301	-0.000360044	-0.000128187	-1.76226e-05	
-3.89238e-05	-0.000264338	-0.000665644	-0.00119568	-0.001808	-0.00246826	-0.00313902	-0.00379125	-0.00439118	-0.00491199	-0.00532268	-0.00560012	-0.00572051	-0.0056715	-0.00544542	-0.00505043	-0.00450382	-0.00384032	-0.00310335	-0.00234871	-0.00163213	-0.00100871	-0.000519166	-0.000190392	-2.67297e-05	
-4.77564e-05	-0.000322736	-0.000807632	-0.0014396	-0.00216163	-0.00293355	-0.00371447	-0.00447348	-0.00517489	-0.00578998	-0.00628511	-0.00663402	-0.00680877	-0.00679219	-0.00657138	-0.0061496	-0.00554081	-0.00477917	-0.0039116	-0.00300177	-0.00211772	-0.00132992	-0.000696066	-0.000259134	-3.6757e-05	
-5.54205e-05	-0.000373392	-0.000931026	-0.00165249	-0.00247183	-0.00334409	-0.00422575	-0.00508509	-0.00588572	-0.00659825	-0.00718731	-0.00762374	-0.00787491	-0.00791735	-0.00773033	-0.00730884	-0.00665974	-0.00581325	-0.0048175	-0.00374387	-0.00267479	-0.0017004	-0.000900518	-0.000338627	-4.83408e-05	
-6.16583e-05	-0.000414782	-0.00103222	-0.00182804	-0.00272942	-0.00368801	-0.00465867	-0.00560989	-0.00650571	-0.00731735	-0.00800862	-0.00854816	-0.00889854	-0.009029	-0.0089087	-0.00852108	-0.00786146	-0.00695158	-0.00583697	-0.00459508	-0.00332394	-0.00213756	-0.00114403	-0.000433923	-6.2272e-05	
-6.62489e-05	-0.000445399	-0.00110757	-0.00195996	-0.00292496	-0.00395224	-0.00499603	-0.00602619	-0.00700827	-0.00791527	-0.0087115	-0.0093648	-0.00983369	-0.0100801	-0.0100619	-0.00974824	-0.00911827	-0.00817926	-0.0069681	-0.00556404	-0.0040797	-0.00265637	-0.00143751	-0.000550091	-7.9375e-05	
-6.89802e-05	-0.000463891	-0.00115384	-0.00204246	-0.00304929	-0.00412328	-0.00521905	-0.00630877	-0.00736033	-0.00834997	-0.00924424	-0.0100121	-0.01061	-0.0109943	-0.011112	-0.0109165	-0.0103667	-0.00944887	-0.00818231	-0.00663998	-0.00494446	-0.00326557	-0.00178953	-0.000691576	-0.000100362	
-6.96345e-05	-0.000469364	-0.00116895	-0.00207124	-0.0030948	-0.00418916	-0.00530994	-0.00643195	-0.00752624	-0.00857424	-0.00954656	-0.0104156	-0.0111386	-0.0116704	-0.0119499	-0.0119156	-0.0115038	-0.0106735	-0.00941584	-0.00778464	-0.00590204	-0.00396356	-0.00220423	-0.00086165	-0.000125834	
-6.83626e-05	-0.000462137	-0.00115265	-0.00204461	-0.00305764	-0.00414234	-0.00525494	-0.00637344	-0.00747356	-0.00854304	-0.00955775	-0.010497	-0.011323	-0.0119938	-0.012445	-0.0126055	-0.0123899	-0.0117253	-0.010564	-0.00892468	-0.00691109	-0.00473368	-0.00267872	-0.00106156	-0.000156318	
