4.13233e-07	3.78477e-06	1.01601e-05	1.9347e-05	3.063e-05	4.30144e-05	5.57393e-05	6.8122e-05	7.96742e-05	8.99684e-05	9.87545e-05	0.000105811	0.000111058	0.000114411	0.000115895	0.000115502	0.000113302	0.000109311	0.000103603	9.61791e-05	8.70853e-05	7.62895e-05	6.37963e-05	4.95332e-05	3.34641e-05	1.54827e-05	-4.47755e-06	-2.6543e-05	-5.07952e-05	-7.73637e-05	-0.000106328	-0.000137806	-0.000171859	-0.000208576	-0.00024799	-0.000290151	-0.000335047	-0.000382678	-0.000432979	-0.000485889	-0.000541283	-0.000599027	-0.000658929	-0.000720779	-0.00078431	-0.000849236	-0.000915212	-0.000981877	-0.00104882	-0.00111559	-0.00118173	-0.00124673	-0.00131007	-0.0013712	-0.00142957	-0.00148462	-0.00153576	-0.00158243	-0.00162409	-0.00166018	-0.0016902	-0.00171367	-0.00173014	-0.00173923	-0.0017406	-0.00173397	-0.00171913	-0.00169596	-0.00166442	-0.00162454	-0.00157645	-0.00152037	-0.00145663	-0.00138564	-0.00130791	-0.00122403	-0.00113469	-0.00104065	-0.00094273	-0.000841827	-0.000738871	-0.000634828	-0.000530678	-0.000427405	-0.000325976	-0.000227327	-0.000132345	-4.18541e-05	4.33997e-05	0.000122758	0.000195666	0.000261672	0.000320442	0.000371753	0.0004155	0.000451689	0.000480433	0.000501941	0.000516513	0.000524522	0.000526408	0.000522659	0.000513799	0.000500375	0.000482943	0.000462055	0.000438252	0.000412047	0.000383928	0.000354345	0.000323714	0.000292413	0.000260793	0.000229177	0.000197888	0.000167248	0.000137618	0.000109404	8.30988e-05	5.92914e-05	3.8672e-05	2.20057e-05	1.01093e-05	3.25536e-06	3.00747e-07	
1.68363e-06	1.13067e-05	2.95229e-05	5.5017e-05	8.57098e-05	0.00011923	0.000153474	0.000186635	0.00021733	0.000244438	0.000267194	0.000285018	0.000297604	0.000304742	0.00030641	0.000302605	0.000293437	0.000278973	0.000259331	0.000234547	0.000204671	0.000169649	0.000129425	8.38379e-05	3.27306e-05	-2.41484e-05	-8.70293e-05	-0.000156213	-0.00023196	-0.000314572	-0.000404291	-0.000501376	-0.000606005	-0.000718349	-0.000838485	-0.000966463	-0.00110222	-0.00124566	-0.00139655	-0.00155462	-0.00171944	-0.00189054	-0.0020673	-0.00224903	-0.00243489	-0.00262399	-0.00281529	-0.00300767	-0.00319992	-0.00339074	-0.00357876	-0.00376254	-0.00394059	-0.00411139	-0.00427337	-0.00442499	-0.00456469	-0.00469096	-0.00480231	-0.00489733	-0.0049747	-0.00503319	-0.0050717	-0.00508926	-0.00508507	-0.00505851	-0.00500912	-0.00493668	-0.00484117	-0.00472281	-0.00458205	-0.00441958	-0.00423635	-0.00403352	-0.00381251	-0.00357497	-0.00332276	-0.00305792	-0.00278268	-0.0024994	-0.00221058	-0.00191876	-0.00162658	-0.00133663	-0.00105149	-0.000773658	-0.000505524	-0.00024931	-7.0467e-06	0.000219455	0.000428641	0.000619229	0.000790227	0.000940943	0.00107099	0.00118027	0.00126897	0.00133756	0.00138674	0.00141743	0.00143073	0.00142791	0.00141033	0.00137944	0.00133674	0.00128373	0.00122188	0.00115265	0.00107739	0.000997393	0.000913863	0.000827909	0.000740568	0.000652817	0.000565616	0.000479943	0.00039685	0.000317525	0.000243353	0.000175954	0.000117203	6.91693e-05	3.3757e-05	1.17176e-05	1.56937e-06	
2.60545e-06	1.782e-05	4.59922e-05	8.40477e-05	0.000128774	0.000176923	0.000225584	0.000272204	0.000314768	0.000351641	0.000381649	0.000403903	0.000417871	0.000423188	0.000419732	0.000407441	0.00038639	0.000356623	0.000318241	0.000271249	0.000215662	0.000151363	7.82258e-05	-4.0064e-06	-9.55974e-05	-0.000196917	-0.000308319	-0.000430225	-0.000563009	-0.000707073	-0.000862734	-0.0010303	-0.00120996	-0.00140187	-0.00160603	-0.00182237	-0.00205066	-0.00229056	-0.00254158	-0.00280308	-0.00307424	-0.00335413	-0.0036416	-0.00393539	-0.00423405	-0.004536	-0.0048395	-0.00514269	-0.00544359	-0.00574012	-0.00603009	-0.0063113	-0.00658144	-0.00683824	-0.00707938	-0.0073026	-0.00750569	-0.0076865	-0.007843	-0.00797327	-0.00807556	-0.00814829	-0.00819006	-0.00819972	-0.00817635	-0.00811927	-0.0080281	-0.00790276	-0.00774343	-0.00755065	-0.00732525	-0.0070684	-0.00678158	-0.00646658	-0.00612552	-0.0057608	-0.00537509	-0.00497131	-0.00455261	-0.00412233	-0.00368394	-0.00324105	-0.0027973	-0.00235635	-0.00192185	-0.00149731	-0.00108615	-0.000691553	-0.000316488	3.63704e-05	0.000364674	0.000666428	0.000940029	0.00118427	0.00139836	0.00158192	0.00173497	0.00185794	0.0019516	0.00201706	0.00205572	0.00206924	0.00205947	0.00202841	0.00197818	0.00191094	0.00182886	0.0017341	0.00162873	0.00151475	0.00139405	0.00126842	0.00113955	0.00100907	0.000878551	0.00074962	0.000623982	0.000503503	0.000390288	0.000286722	0.000195491	0.000119432	6.1154e-05	2.23274e-05	3.12588e-06	
3.52176e-06	2.34395e-05	5.9218e-05	0.000106096	0.000159903	0.000216831	0.000273513	0.000326956	0.000374732	0.000414841	0.0004458	0.000466462	0.000476082	0.000474127	0.00046034	0.000434549	0.00039674	0.000346876	0.000284987	0.000211001	0.000124855	2.63512e-05	-8.4727e-05	-0.000208728	-0.000346009	-0.000497028	-0.000662218	-0.000842072	-0.00103701	-0.00124745	-0.0014737	-0.00171602	-0.00197452	-0.0022492	-0.00253989	-0.00284627	-0.00316783	-0.00350389	-0.00385352	-0.00421566	-0.00458898	-0.00497197	-0.00536293	-0.00575993	-0.00616088	-0.00656353	-0.00696544	-0.00736406	-0.00775672	-0.00814067	-0.00851309	-0.00887115	-0.00921197	-0.00953274	-0.00983068	-0.0101031	-0.0103474	-0.0105612	-0.0107422	-0.0108884	-0.0109977	-0.0110687	-0.0111	-0.0110904	-0.0110392	-0.0109459	-0.0108104	-0.0106327	-0.0104134	-0.0101534	-0.00985384	-0.00951632	-0.00914272	-0.00873529	-0.00829659	-0.00782951	-0.00733721	-0.00682314	-0.00629097	-0.00574459	-0.00518806	-0.00462553	-0.00406128	-0.00349958	-0.00294469	-0.00240078	-0.0018719	-0.00136191	-0.000874405	-0.000412716	2.01846e-05	0.000421704	0.000789667	0.00112234	0.00141847	0.00167725	0.00189838	0.002082	0.00222872	0.00233955	0.0024159	0.0024595	0.00247238	0.0024568	0.00241521	0.00235018	0.00226433	0.00216033	0.00204079	0.00190829	0.00176531	0.00161423	0.00145736	0.00129692	0.00113511	0.000974157	0.000816358	0.000664178	0.000520302	0.000387677	0.000269502	0.000169075	8.95751e-05	3.39515e-05	4.9644e-06	
4.07335e-06	2.70709e-05	6.77216e-05	0.000119906	0.000178616	0.000239541	0.00029898	0.00035367	0.000400932	0.000438523	0.000464747	0.000478253	0.000478124	0.000463662	0.000434471	0.000390245	0.000330851	0.000256139	0.000166029	6.03454e-05	-6.10783e-05	-0.00019854	-0.000352349	-0.000522942	-0.000710746	-0.000916282	-0.00114002	-0.00138245	-0.00164399	-0.00192499	-0.00222567	-0.00254613	-0.00288629	-0.0032459	-0.00362451	-0.00402144	-0.00443577	-0.00486636	-0.0053118	-0.00577046	-0.00624045	-0.00671965	-0.00720572	-0.0076961	-0.00818805	-0.00867868	-0.00916495	-0.00964371	-0.0101117	-0.0105658	-0.0110026	-0.0114189	-0.0118114	-0.0121772	-0.0125132	-0.0128165	-0.0130846	-0.0133149	-0.0135053	-0.0136536	-0.0137583	-0.0138178	-0.0138309	-0.0137968	-0.013715	-0.0135852	-0.0134075	-0.0131825	-0.0129107	-0.0125935	-0.0122322	-0.0118288	-0.0113852	-0.0109041	-0.0103882	-0.00984067	-0.00926488	-0.00866452	-0.00804351	-0.007406	-0.00675631	-0.00609889	-0.00543831	-0.00477919	-0.00412613	-0.0034837	-0.00285637	-0.00224842	-0.00166394	-0.00110674	-0.000580296	-8.77205e-05	0.00036829	0.000785487	0.00116211	0.00149688	0.00178904	0.00203835	0.00224507	0.00240991	0.00253408	0.00261918	0.00266718	0.00268036	0.00266128	0.00261268	0.00253747	0.00243862	0.00231913	0.00218202	0.00203024	0.00186669	0.0016942	0.00151555	0.00133349	0.00115079	0.000970291	0.000794965	0.00062798	0.000472726	0.000332812	0.000212004	0.000114253	4.39788e-05	6.47303e-06	
4.34202e-06	2.8824e-05	7.16414e-05	0.000125772	0.00018553	0.00024616	0.00030369	0.000354676	0.000396291	0.00042615	0.000442414	0.00044359	0.000428619	0.000396663	0.000347185	0.000279743	0.00019407	8.98802e-05	-3.30329e-05	-0.00017497	-0.00033621	-0.00051716	-0.000718216	-0.000939887	-0.00118265	-0.00144705	-0.00173353	-0.00204255	-0.00237441	-0.00272933	-0.00310734	-0.00350829	-0.00393181	-0.0043773	-0.0048439	-0.00533048	-0.00583562	-0.00635764	-0.00689456	-0.00744415	-0.0080039	-0.00857108	-0.00914272	-0.00971567	-0.0102866	-0.0108521	-0.0114087	-0.0119527	-0.0124806	-0.0129887	-0.0134737	-0.013932	-0.0143604	-0.0147557	-0.015115	-0.0154356	-0.0157148	-0.0159505	-0.0161406	-0.0162834	-0.0163774	-0.0164213	-0.0164144	-0.0163559	-0.0162457	-0.0160838	-0.0158704	-0.0156063	-0.0152924	-0.0149299	-0.0145205	-0.014066	-0.0135688	-0.0130313	-0.0124565	-0.0118474	-0.0112075	-0.0105405	-0.00985041	-0.00914141	-0.0084179	-0.00768444	-0.00694572	-0.00620653	-0.00547168	-0.00474599	-0.00403419	-0.0033409	-0.00267056	-0.00202738	-0.00141527	-0.000837806	-0.000298161	0.000200916	0.000657153	0.00106877	0.00143453	0.00175369	0.00202609	0.00225204	0.00243239	0.00256845	0.00266199	0.00271513	0.00273037	0.00271047	0.0026584	0.00257732	0.00247048	0.00234118	0.00219275	0.00202849	0.00185169	0.0016656	0.00147345	0.0012785	0.00108407	0.000893571	0.000710599	0.000538933	0.000382597	0.000245915	0.000133729	5.18745e-05	7.66017e-06	
4.37254e-06	2.89477e-05	7.14678e-05	0.000124386	0.000181572	0.000237929	0.000289283	0.000332061	0.000363358	0.00038071	0.000382197	0.000366229	0.000331642	0.000277477	0.000203071	0.000107843	-8.61164e-06	-0.000146719	-0.000306822	-0.000489351	-0.000694701	-0.000923379	-0.00117586	-0.00145269	-0.00175438	-0.00208142	-0.0024342	-0.00281305	-0.00321811	-0.00364935	-0.00410653	-0.00458916	-0.00509646	-0.0056274	-0.00618061	-0.00675444	-0.00734689	-0.0079557	-0.00857826	-0.00921175	-0.00985305	-0.0104988	-0.0111456	-0.0117897	-0.0124274	-0.0130548	-0.0136681	-0.0142635	-0.0148372	-0.0153855	-0.015905	-0.0163922	-0.016844	-0.0172574	-0.0176298	-0.0179585	-0.0182413	-0.0184764	-0.0186619	-0.0187964	-0.0188789	-0.0189082	-0.0188839	-0.0188056	-0.0186731	-0.0184867	-0.0182467	-0.017954	-0.0176095	-0.0172144	-0.0167705	-0.0162794	-0.0157434	-0.015165	-0.0145468	-0.0138919	-0.0132037	-0.0124858	-0.0117419	-0.0109764	-0.0101935	-0.00939789	-0.00859419	-0.00778731	-0.00698219	-0.00618381	-0.00539713	-0.00462704	-0.00387829	-0.00315544	-0.00246279	-0.00180435	-0.00118375	-0.000604224	-6.8543e-05	0.000421008	0.000862667	0.00125521	0.00159796	0.00189079	0.00213412	0.00232888	0.00247651	0.00257889	0.0026383	0.0026574	0.00263913	0.00258667	0.00250339	0.00239278	0.00225843	0.00210395	0.00193299	0.00174918	0.00155618	0.00135768	0.0011574	0.00095917	0.000766975	0.000584984	0.000417673	0.000269975	0.000147589	5.75083e-05	8.50815e-06	
4.19211e-06	2.76437e-05	6.7674e-05	0.000116484	0.000167715	0.000216077	0.000257275	0.000287672	0.000304331	0.000304761	0.000287006	0.000249417	0.000190753	0.000109955	6.24773e-06	-0.000121081	-0.00027257	-0.000448786	-0.000650205	-0.000877382	-0.00113082	-0.00141111	-0.00171876	-0.00205436	-0.00241835	-0.00281117	-0.00323306	-0.00368414	-0.00416429	-0.00467319	-0.0052102	-0.0057744	-0.00636455	-0.00697906	-0.00761602	-0.00827318	-0.00894794	-0.00963743	-0.0103384	-0.0110476	-0.0117612	-0.0124755	-0.0131865	-0.0138902	-0.0145826	-0.0152596	-0.0159173	-0.0165518	-0.0171593	-0.0177365	-0.0182798	-0.0187861	-0.0192527	-0.0196767	-0.0200559	-0.0203881	-0.0206715	-0.0209043	-0.0210852	-0.021213	-0.021287	-0.0213062	-0.0212704	-0.0211793	-0.0210329	-0.0208313	-0.0205751	-0.0202649	-0.0199016	-0.0194863	-0.0190205	-0.0185058	-0.0179442	-0.0173379	-0.0166895	-0.0160018	-0.0152778	-0.0145211	-0.0137354	-0.0129246	-0.012093	-0.0112452	-0.0103859	-0.00951994	-0.00865242	-0.00778845	-0.0069332	-0.00609181	-0.00526931	-0.00447063	-0.00370043	-0.00296316	-0.00226289	-0.00160333	-0.000987756	-0.000418953	0.000100801	0.000569766	0.000986768	0.0013512	0.00166301	0.00192271	0.00213136	0.00229051	0.00240218	0.0024688	0.0024932	0.00247848	0.00242805	0.00234548	0.0022345	0.00209896	0.00194277	0.0017699	0.00158434	0.00139014	0.00119142	0.000992366	0.000797338	0.000610913	0.000438035	0.000284221	0.000155895	6.09111e-05	9.01984e-06	
3.82373e-06	2.50674e-05	6.06373e-05	0.000102692	0.000144825	0.0001817	0.000209009	0.000223118	0.000221115	0.000200519	0.000159376	9.60072e-05	9.12097e-06	-0.000102426	-0.000239507	-0.000402956	-0.000593435	-0.000811645	-0.00105818	-0.00133371	-0.00163882	-0.00197416	-0.00234025	-0.00273763	-0.00316667	-0.00362764	-0.00412057	-0.00464532	-0.00520142	-0.00578814	-0.00640438	-0.00704872	-0.00771935	-0.00841413	-0.00913053	-0.00986568	-0.0106164	-0.0113792	-0.0121505	-0.0129262	-0.0137023	-0.0144746	-0.015239	-0.0159912	-0.0167271	-0.0174427	-0.018134	-0.0187974	-0.0194294	-0.0200267	-0.0205862	-0.0211052	-0.0215813	-0.0220121	-0.0223957	-0.0227303	-0.0230143	-0.0232465	-0.0234257	-0.0235511	-0.0236219	-0.0236375	-0.0235977	-0.0235021	-0.0233507	-0.0231437	-0.0228814	-0.0225643	-0.0221931	-0.0217687	-0.0212923	-0.0207653	-0.0201893	-0.0195662	-0.0188984	-0.0181882	-0.0174387	-0.0166529	-0.0158344	-0.014987	-0.0141149	-0.0132224	-0.0123143	-0.0113955	-0.0104711	-0.00954635	-0.0086267	-0.00771749	-0.00682408	-0.00595172	-0.00510551	-0.0042903	-0.00351064	-0.00277073	-0.00207432	-0.00142473	-0.000824756	-0.000276643	0.000217924	0.000657843	0.0010426	0.00137227	0.0016475	0.00186947	0.00203989	0.00216095	0.00223527	0.00226583	0.00225596	0.00220926	0.00212954	0.00202078	0.0018871	0.0017327	0.00156189	0.00137901	0.00118851	0.000994935	0.000803011	0.000617712	0.000444429	0.000289187	0.000158974	6.22204e-05	9.21682e-06	
3.28676e-06	2.13395e-05	5.06441e-05	8.34956e-05	0.0001136	0.000135715	0.000145629	0.00013979	0.000115367	6.99292e-05	1.55754e-06	-9.14343e-05	-0.000210369	-0.000356456	-0.000530657	-0.000733911	-0.000966994	-0.00123072	-0.0015258	-0.00185297	-0.00221288	-0.00260618	-0.00303337	-0.00349489	-0.00399095	-0.00452161	-0.0050866	-0.00568541	-0.00631717	-0.00698065	-0.00767423	-0.00839593	-0.00914335	-0.00991373	-0.0107039	-0.0115105	-0.0123298	-0.0131577	-0.0139902	-0.014823	-0.0156516	-0.0164718	-0.0172793	-0.0180698	-0.0188394	-0.0195841	-0.0203003	-0.0209846	-0.0216339	-0.0222453	-0.0228163	-0.0233444	-0.0238275	-0.0242639	-0.0246519	-0.0249902	-0.0252773	-0.0255124	-0.0256944	-0.0258226	-0.0258964	-0.0259153	-0.0258789	-0.0257868	-0.025639	-0.0254355	-0.0251762	-0.0248616	-0.0244921	-0.0240682	-0.0235908	-0.0230609	-0.0224799	-0.0218494	-0.0211712	-0.0204475	-0.0196809	-0.0188742	-0.0180306	-0.0171538	-0.0162478	-0.0153168	-0.0143655	-0.0133988	-0.0124218	-0.0114401	-0.0104591	-0.00948458	-0.00852211	-0.00757737	-0.00665585	-0.00576289	-0.00490351	-0.00408242	-0.00330393	-0.00257186	-0.00188955	-0.00125978	-0.00068473	-0.00016601	0.000295401	0.000699128	0.0010454	0.00133505	0.00156943	0.00175046	0.00188052	0.00196244	0.00199943	0.00199505	0.00195312	0.00187771	0.00177308	0.00164362	0.00149385	0.0013284	0.00115202	0.00096958	0.000786139	0.00060705	0.000438105	0.000285739	0.00015734	6.16531e-05	9.13372e-06	
