-5.18322e-07	-1.66829e-06	-2.01091e-06	-2.4358e-06	-2.5903e-06	-2.49246e-06	-2.25217e-06	-1.87885e-06	-1.43883e-06	-9.26017e-07	-4.0925e-07	1.45346e-07	6.70681e-07	1.22388e-06	1.73498e-06	2.28231e-06	2.78789e-06	3.34753e-06	3.87073e-06	4.46736e-06	5.03107e-06	5.68324e-06	6.3002e-06	7.01317e-06	7.68144e-06	8.445e-06	9.14766e-06	9.937e-06	1.06437e-05	1.14213e-05	1.20903e-05	1.28081e-05	1.33884e-05	1.39901e-05	1.44245e-05	1.48492e-05	1.50776e-05	1.52641e-05	1.52288e-05	1.51209e-05	1.47721e-05	1.43247e-05	1.36262e-05	1.28111e-05	1.1746e-05	1.0557e-05	9.13208e-06	7.58932e-06	5.83901e-06	3.99141e-06	1.97916e-06	-9.47777e-08	-2.27669e-06	-4.47064e-06	-6.70417e-06	-8.88862e-06	-1.10362e-05	-1.30666e-05	-1.49809e-05	-1.67091e-05	-1.82464e-05	-1.95355e-05	-2.05712e-05	-2.13119e-05	-2.17569e-05	-2.18831e-05	-2.16981e-05	-2.11986e-05	-2.04028e-05	-1.9327e-05	-1.79995e-05	-1.64532e-05	-1.47243e-05	-1.28574e-05	-1.08916e-05	-8.87737e-06	-6.8511e-06	-4.86235e-06	-2.93959e-06	-1.12575e-06	5.62454e-07	2.09259e-06	3.46133e-06	4.6482e-06	5.66227e-06	6.49399e-06	7.16132e-06	7.66211e-06	8.01748e-06	8.22665e-06	8.3058e-06	8.24866e-06	8.05793e-06	7.70984e-06	7.19447e-06	6.48685e-06	5.52819e-06	4.26354e-06	3.47172e-06	1.87612e-06	
-4.09378e-06	-1.03151e-05	-1.37713e-05	-1.62183e-05	-1.71324e-05	-1.65414e-05	-1.48147e-05	-1.22858e-05	-9.18515e-06	-5.73171e-06	-2.07373e-06	1.65653e-06	5.40693e-06	9.11716e-06	1.28066e-05	1.64608e-05	2.01444e-05	2.38587e-05	2.76865e-05	3.16196e-05	3.57381e-05	4.00064e-05	4.44903e-05	4.91195e-05	5.39418e-05	5.88523e-05	6.3882e-05	6.88954e-05	7.39092e-05	7.87625e-05	8.34602e-05	8.78216e-05	9.18431e-05	9.53316e-05	9.82784e-05	0.000100487	0.000101951	0.00010248	0.000102075	0.000100568	9.79736e-05	9.41544e-05	8.91486e-05	8.28607e-05	7.53583e-05	6.65949e-05	5.66733e-05	4.56013e-05	3.352e-05	2.04931e-05	6.70055e-06	-7.73996e-06	-2.26123e-05	-3.77513e-05	-5.2912e-05	-6.78929e-05	-8.24323e-05	-9.63093e-05	-0.000109263	-0.000121075	-0.000131508	-0.00014037	-0.000147473	-0.00015268	-0.000155875	-0.000156998	-0.000156024	-0.000152985	-0.000147958	-0.000141068	-0.000132485	-0.000122419	-0.000111114	-9.88361e-05	-8.58718e-05	-7.25066e-05	-5.90317e-05	-4.57137e-05	-3.28096e-05	-2.05335e-05	-9.07876e-06	1.41534e-06	1.08348e-05	1.9122e-05	2.62411e-05	3.2206e-05	3.70414e-05	4.08059e-05	4.35506e-05	4.53355e-05	4.61899e-05	4.6122e-05	4.50786e-05	4.29658e-05	3.96437e-05	3.48914e-05	2.84671e-05	2.06985e-05	1.35732e-05	4.49639e-06	
-9.48578e-06	-2.4954e-05	-3.46707e-05	-4.04446e-05	-4.2228e-05	-4.03464e-05	-3.55877e-05	-2.87411e-05	-2.0454e-05	-1.1239e-05	-1.49683e-06	8.48364e-06	1.85219e-05	2.85239e-05	3.84748e-05	4.84073e-05	5.8403e-05	6.85488e-05	7.89523e-05	8.96903e-05	0.000100842	0.000112431	0.000124478	0.000136932	0.000149749	0.000162805	0.000175995	0.000189131	0.000202056	0.000214536	0.000226371	0.000237292	0.000247074	0.00025543	0.000262125	0.000266878	0.000269466	0.000269635	0.000267198	0.000261955	0.000253776	0.00024254	0.000228192	0.000210707	0.000190124	0.000166524	0.000140049	0.000110893	7.93062e-05	4.55929e-05	1.01068e-05	-2.6744e-05	-6.45132e-05	-0.000102706	-0.000140804	-0.000178251	-0.000214485	-0.000248928	-0.000281014	-0.000310189	-0.000335934	-0.000357773	-0.000375293	-0.000388148	-0.000396085	-0.000398944	-0.000396673	-0.000389329	-0.000377088	-0.00036023	-0.000339149	-0.000314331	-0.000286344	-0.000255821	-0.00022344	-0.0001899	-0.000155901	-0.000122117	-8.91784e-05	-5.7651e-05	-2.80237e-05	-6.90923e-07	2.40456e-05	4.59875e-05	6.50264e-05	8.11444e-05	9.43894e-05	0.000104865	0.000112693	0.000117997	0.000120853	0.000121265	0.00011912	0.000114187	0.000106078	9.42486e-05	7.83087e-05	5.88775e-05	3.86709e-05	1.47788e-05	
-1.61855e-05	-4.34479e-05	-6.10414e-05	-7.04886e-05	-7.25204e-05	-6.81846e-05	-5.88156e-05	-4.56906e-05	-2.99399e-05	-1.24731e-05	6.01714e-06	2.50278e-05	4.424e-05	6.34835e-05	8.27277e-05	0.000102023	0.000121501	0.000141305	0.000161607	0.000182524	0.000204171	0.000226565	0.000249707	0.000273479	0.000297755	0.000322287	0.000346833	0.000371032	0.000394551	0.000416948	0.000437822	0.000456682	0.00047309	0.000486545	0.00049661	0.000502816	0.00050477	0.000502076	0.000494429	0.00048155	0.000463254	0.000439416	0.000410001	0.000375055	0.000334711	0.0002892	0.000238831	0.000184016	0.000125235	6.30725e-05	-1.83034e-06	-6.87396e-05	-0.000136876	-0.000205386	-0.000273385	-0.000339941	-0.000404116	-0.000464952	-0.000521518	-0.000572902	-0.000618258	-0.000656799	-0.000687848	-0.000710832	-0.000725325	-0.000731049	-0.000727901	-0.00071595	-0.000695457	-0.000666861	-0.000630784	-0.000588006	-0.000539454	-0.00048617	-0.000429284	-0.000369977	-0.000309447	-0.000248866	-0.000189352	-0.000131926	-7.74899e-05	-2.68003e-05	1.95421e-05	6.11073e-05	9.76235e-05	0.000128976	0.000155172	0.000176323	0.000192589	0.000204137	0.00021107	0.00021338	0.00021088	0.000203163	0.00018956	0.000169281	0.000141758	0.000107375	6.89686e-05	2.37871e-05	
-2.37117e-05	-6.37765e-05	-8.94803e-05	-0.000102017	-0.000103241	-9.50065e-05	-7.93276e-05	-5.80255e-05	-3.26969e-05	-4.67436e-06	2.50315e-05	5.56792e-05	8.68072e-05	0.00011815	0.000149659	0.000181387	0.000213519	0.000246231	0.000279755	0.000314219	0.000349756	0.000386331	0.000423893	0.000462199	0.000500997	0.000539841	0.000578302	0.000615774	0.00065169	0.000685335	0.000716059	0.000743095	0.000765767	0.000783325	0.00079513	0.000800518	0.000798955	0.000789927	0.000773062	0.000748052	0.000714731	0.000673032	0.000623024	0.000564894	0.000498956	0.000425652	0.000345535	0.000259283	0.000167675	7.16016e-05	-2.79615e-05	-0.00012994	-0.000233197	-0.000336515	-0.00043864	-0.000538266	-0.00063408	-0.000724754	-0.000808993	-0.000885537	-0.000953202	-0.0010109	-0.00105767	-0.0010927	-0.00111536	-0.00112525	-0.00112217	-0.00110617	-0.00107756	-0.00103691	-0.000985041	-0.000922995	-0.000852041	-0.000773624	-0.000689329	-0.000600838	-0.000509879	-0.000418172	-0.00032738	-0.000239055	-0.000154602	-7.5232e-05	-1.94473e-06	6.44972e-05	0.000123561	0.000174943	0.00021853	0.00025437	0.000282601	0.00030339	0.000316842	0.000322921	0.000321354	0.000311564	0.000292681	0.000263694	0.000223715	0.000172621	0.00011246	4.07059e-05	
-3.12715e-05	-8.40198e-05	-0.000117041	-0.000131411	-0.000130352	-0.000116548	-9.27206e-05	-6.12906e-05	-2.43259e-05	1.64465e-05	5.97017e-05	0.000104457	0.000150106	0.000196287	0.000242924	0.000290061	0.000337915	0.000386677	0.000436604	0.000487803	0.000540372	0.000594181	0.000649062	0.000704592	0.000760319	0.000815547	0.000869583	0.000921524	0.00097051	0.00101552	0.0010556	0.00108972	0.00111693	0.00113627	0.00114691	0.00114805	0.00113905	0.00111937	0.00108864	0.0010466	0.000993196	0.000928503	0.000852765	0.000766391	0.000669929	0.000564088	0.000449698	0.000327735	0.000199281	6.55425e-05	-7.21867e-05	-0.000212506	-0.000353948	-0.000494963	-0.000633957	-0.000769284	-0.000899285	-0.00102229	-0.00113667	-0.00124082	-0.00133322	-0.00141249	-0.00147737	-0.00152678	-0.00155989	-0.00157608	-0.00157504	-0.00155677	-0.00152156	-0.00147005	-0.00140321	-0.00132231	-0.0012289	-0.00112481	-0.00101204	-0.000892775	-0.000769257	-0.000643772	-0.000518559	-0.000395748	-0.000277301	-0.000164959	-6.02036e-05	3.57768e-05	0.000122092	0.000198147	0.000263614	0.000318384	0.000362494	0.000396044	0.000419087	0.000431522	0.000432969	0.000422715	0.000399709	0.000362657	0.000310251	0.000241638	0.000157442	5.51693e-05	
-3.81728e-05	-0.000102272	-0.000141049	-0.000155459	-0.000150227	-0.000128928	-9.49851e-05	-5.14051e-05	-7.28553e-07	5.4944e-05	0.000114009	0.00017526	0.00023795	0.000301622	0.000366171	0.00043161	0.000498167	0.000566011	0.000635381	0.00070631	0.000778804	0.000852572	0.000927261	0.0010022	0.00107666	0.00114964	0.00122012	0.00128686	0.00134867	0.0014042	0.00145221	0.00149139	0.00152057	0.00153862	0.00154459	0.00153762	0.00151707	0.00148244	0.00143345	0.00137002	0.00129224	0.00120043	0.00109505	0.000976794	0.00084646	0.000705041	0.000553645	0.000393529	0.000226053	5.2699e-05	-0.00012496	-0.00030525	-0.00048642	-0.000666641	-0.000844026	-0.00101664	-0.0011825	-0.00133965	-0.0014861	-0.00161995	-0.00173934	-0.00184257	-0.00192805	-0.00199442	-0.00204057	-0.00206566	-0.00206918	-0.00205101	-0.00201138	-0.00195094	-0.00187073	-0.00177219	-0.00165714	-0.00152771	-0.00138631	-0.00123558	-0.00107829	-0.000917299	-0.000755426	-0.000595411	-0.00043982	-0.000290981	-0.000150924	-2.13473e-05	9.64143e-05	0.000201385	0.000292923	0.000370675	0.000434493	0.000484341	0.000520162	0.000541749	0.000548618	0.000539922	0.000514404	0.000470457	0.000406264	0.000320042	0.000210641	7.56374e-05	
-4.38669e-05	-0.000116899	-0.000159092	-0.000171277	-0.00015965	-0.000128695	-8.25462e-05	-2.47538e-05	4.17107e-05	0.000114398	0.000191461	0.000271497	0.00035364	0.000437335	0.000522435	0.000608907	0.000696951	0.000786668	0.000878225	0.000971511	0.00106637	0.00116228	0.00125862	0.00135439	0.00144855	0.00153971	0.0016265	0.00170731	0.00178061	0.00184474	0.0018982	0.00193946	0.00196721	0.00198023	0.00197753	0.00195831	0.001922	0.00186827	0.00179702	0.00170838	0.00160271	0.00148057	0.00134271	0.00119006	0.0010237	0.000844874	0.000654934	0.000455364	0.000247754	3.38004e-05	-0.000184706	-0.000405881	-0.000627751	-0.000848264	-0.00106529	-0.00127663	-0.00148005	-0.00167328	-0.00185404	-0.00202009	-0.00216924	-0.00229942	-0.00240872	-0.00249542	-0.00255808	-0.00259557	-0.00260714	-0.00259245	-0.0025516	-0.00248516	-0.00239421	-0.00228028	-0.00214538	-0.00199192	-0.00182269	-0.00164076	-0.0014494	-0.00125204	-0.00105209	-0.000852935	-0.000657759	-0.000469529	-0.000290883	-0.000124089	2.89918e-05	0.000166917	0.000288644	0.000393482	0.000481012	0.000550976	0.000603139	0.000637146	0.000652369	0.000647791	0.000621919	0.000572792	0.000497991	0.000394731	0.000260124	9.18237e-05	
-4.78114e-05	-0.000126431	-0.000168967	-0.000176164	-0.000155623	-0.000112663	-5.20992e-05	2.2013e-05	0.000106336	0.000198124	0.000295323	0.000396364	0.000500281	0.000606423	0.000714589	0.000824664	0.000936782	0.00105092	0.00116709	0.00128499	0.0014042	0.00152389	0.0016431	0.00176046	0.00187452	0.00198351	0.00208566	0.00217902	0.00226174	0.00233189	0.00238779	0.00242778	0.00245049	0.00245473	0.00243958	0.00240439	0.00234879	0.00227266	0.00217617	0.00205972	0.00192393	0.00176964	0.00159785	0.00140974	0.0012066	0.000989878	0.000761118	0.000521967	0.00027418	1.9596e-05	-0.000239836	-0.000502088	-0.000765016	-0.0010264	-0.0012839	-0.00153513	-0.00177758	-0.00200873	-0.00222598	-0.00242677	-0.00260854	-0.00276887	-0.00290543	-0.00301614	-0.00309914	-0.00315295	-0.00317647	-0.00316908	-0.00313065	-0.00306161	-0.00296297	-0.0028363	-0.00268373	-0.00250793	-0.00231199	-0.00209941	-0.00187398	-0.00163967	-0.00140052	-0.00116057	-0.000923684	-0.000693496	-0.000473308	-0.000266023	-7.40927e-05	0.000100499	0.000256231	0.000391996	0.000507024	0.000600767	0.000672751	0.00072242	0.000748962	0.000751155	0.00072725	0.00067489	0.000591027	0.000471961	0.000313203	0.00011241	
-4.95349e-05	-0.000129538	-0.000168712	-0.000167705	-0.000135443	-7.79876e-05	-7.37334e-07	9.18149e-05	0.000196033	0.000308941	0.000428328	0.000552486	0.000680363	0.000811208	0.000944745	0.00108074	0.0012192	0.00135991	0.00150268	0.00164688	0.00179179	0.00193617	0.00207868	0.00221749	0.00235076	0.00247628	0.00259195	0.00269547	0.00278474	0.00285769	0.0029125	0.00294753	0.00296145	0.00295319	0.00292205	0.00286759	0.00278972	0.0026886	0.00256468	0.00241864	0.00225139	0.00206399	0.00185766	0.00163377	0.0013938	0.00113932	0.000871995	0.000593579	0.000305929	1.09642e-05	-0.000289263	-0.000592638	-0.000896894	-0.00119969	-0.00149854	-0.00179086	-0.00207393	-0.00234498	-0.00260113	-0.00283949	-0.00305715	-0.00325126	-0.00341908	-0.00355808	-0.00366594	-0.00374076	-0.00378098	-0.00378561	-0.00375418	-0.00368689	-0.00358457	-0.00344875	-0.0032816	-0.00308596	-0.00286522	-0.00262327	-0.00236439	-0.00209312	-0.00181416	-0.00153221	-0.00125186	-0.000977481	-0.000713078	-0.000462252	-0.000228112	-1.32509e-05	0.000180257	0.000350813	0.000497221	0.000618567	0.000714074	0.000782921	0.000824054	0.000836009	0.000816736	0.000763459	0.000672553	0.000539525	0.000358535	0.00012724	
