-1.01513e-07	-3.1139e-07	-3.52603e-07	-4.37847e-07	-4.89256e-07	-5.03898e-07	-4.94829e-07	-4.65542e-07	-4.19345e-07	-3.60423e-07	-2.91963e-07	-2.16469e-07	-1.35999e-07	-5.21239e-08	3.40474e-08	1.21767e-07	2.10613e-07	3.00414e-07	3.91223e-07	4.83234e-07	5.76777e-07	6.72235e-07	7.70051e-07	8.70645e-07	9.74437e-07	1.08177e-06	1.19294e-06	1.30812e-06	1.42741e-06	1.55076e-06	1.67801e-06	1.80884e-06	1.94283e-06	2.07939e-06	2.21778e-06	2.35713e-06	2.49644e-06	2.63452e-06	2.77011e-06	2.90176e-06	3.02797e-06	3.14706e-06	3.25732e-06	3.35689e-06	3.44392e-06	3.51647e-06	3.57263e-06	3.61044e-06	3.62806e-06	3.62362e-06	3.59546e-06	3.54195e-06	3.46171e-06	3.35349e-06	3.21635e-06	3.04952e-06	2.85261e-06	2.62547e-06	2.36837e-06	2.08187e-06	1.76697e-06	1.42502e-06	1.05783e-06	6.67538e-07	2.56752e-07	-1.71583e-07	-6.14099e-07	-1.06713e-06	-1.52663e-06	-1.98834e-06	-2.44771e-06	-2.90006e-06	-3.34054e-06	-3.76432e-06	-4.16653e-06	-4.54246e-06	-4.88753e-06	-5.19749e-06	-5.46841e-06	-5.69681e-06	-5.87972e-06	-6.01476e-06	-6.1002e-06	-6.13501e-06	-6.11888e-06	-6.05227e-06	-5.93638e-06	-5.77317e-06	-5.5653e-06	-5.3161e-06	-5.02948e-06	-4.70987e-06	-4.36213e-06	-3.99141e-06	-3.60308e-06	-3.20257e-06	-2.7953e-06	-2.38654e-06	-1.98131e-06	-1.58429e-06	-1.19975e-06	-8.31432e-07	-4.82577e-07	-1.55829e-07	1.46747e-07	4.23676e-07	6.74043e-07	8.9747e-07	1.09405e-06	1.26427e-06	1.40898e-06	1.52923e-06	1.62621e-06	1.70111e-06	1.75501e-06	1.78872e-06	1.80267e-06	1.79678e-06	1.7703e-06	1.72172e-06	1.64899e-06	1.54941e-06	1.41891e-06	1.25555e-06	1.0603e-06	8.26926e-07	5.5431e-07	4.40914e-07	8.48972e-08	
-7.82099e-07	-1.88925e-06	-2.45879e-06	-2.95476e-06	-3.28343e-06	-3.39072e-06	-3.31645e-06	-3.10181e-06	-2.77405e-06	-2.35815e-06	-1.8765e-06	-1.34677e-06	-7.82764e-07	-1.95026e-07	4.08905e-07	1.02409e-06	1.64773e-06	2.2788e-06	2.9177e-06	3.56589e-06	4.2256e-06	4.89955e-06	5.59067e-06	6.30192e-06	7.03601e-06	7.79531e-06	8.58164e-06	9.39618e-06	1.02393e-05	1.11106e-05	1.20088e-05	1.29314e-05	1.38753e-05	1.48362e-05	1.58088e-05	1.67868e-05	1.7763e-05	1.87292e-05	1.96762e-05	2.0594e-05	2.1472e-05	2.22985e-05	2.30615e-05	2.37484e-05	2.43463e-05	2.48419e-05	2.52222e-05	2.54741e-05	2.55848e-05	2.55423e-05	2.53352e-05	2.49531e-05	2.43869e-05	2.36287e-05	2.26725e-05	2.15139e-05	2.01508e-05	1.8583e-05	1.68127e-05	1.48448e-05	1.26865e-05	1.03477e-05	7.84103e-06	5.18171e-06	2.38762e-06	-5.20793e-07	-3.52069e-06	-6.58696e-06	-9.69246e-06	-1.28083e-05	-1.59041e-05	-1.89483e-05	-2.19089e-05	-2.47535e-05	-2.74498e-05	-2.99665e-05	-3.22735e-05	-3.43426e-05	-3.61478e-05	-3.76662e-05	-3.88782e-05	-3.97683e-05	-4.03249e-05	-4.05412e-05	-4.04154e-05	-3.99504e-05	-3.91542e-05	-3.80398e-05	-3.66248e-05	-3.49314e-05	-3.29854e-05	-3.08165e-05	-2.84569e-05	-2.59411e-05	-2.33051e-05	-2.05854e-05	-1.78184e-05	-1.50398e-05	-1.22836e-05	-9.58178e-06	-6.96338e-06	-4.45433e-06	-2.07695e-06	1.50249e-07	2.21271e-06	4.09982e-06	5.80484e-06	7.32464e-06	8.65939e-06	9.8121e-06	1.07882e-05	1.15946e-05	1.22395e-05	1.2731e-05	1.30767e-05	1.32824e-05	1.33516e-05	1.3284e-05	1.3075e-05	1.27153e-05	1.21908e-05	1.14814e-05	1.05663e-05	9.42957e-06	8.04963e-06	6.43297e-06	4.73909e-06	3.40626e-06	1.48243e-06	
-1.74885e-06	-4.52954e-06	-6.2872e-06	-7.54991e-06	-8.31303e-06	-8.53333e-06	-8.28051e-06	-7.65395e-06	-6.73668e-06	-5.59417e-06	-4.28233e-06	-2.84705e-06	-1.32366e-06	2.6142e-07	1.88938e-06	3.54801e-06	5.23058e-06	6.93485e-06	8.66209e-06	1.04162e-05	1.2203e-05	1.40293e-05	1.59026e-05	1.783e-05	1.98181e-05	2.18724e-05	2.39968e-05	2.61935e-05	2.84624e-05	3.08015e-05	3.32058e-05	3.56682e-05	3.81788e-05	4.0725e-05	4.32916e-05	4.58608e-05	4.84123e-05	5.09232e-05	5.33685e-05	5.57211e-05	5.79517e-05	6.00297e-05	6.1923e-05	6.35984e-05	6.50222e-05	6.61606e-05	6.69798e-05	6.74472e-05	6.75311e-05	6.72019e-05	6.64323e-05	6.51978e-05	6.34776e-05	6.12548e-05	5.85169e-05	5.52563e-05	5.14709e-05	4.71641e-05	4.23455e-05	3.70306e-05	3.12416e-05	2.5007e-05	1.83617e-05	1.13473e-05	4.01126e-06	-3.59269e-06	-1.14054e-05	-1.93624e-05	-2.73949e-05	-3.54299e-05	-4.33914e-05	-5.12012e-05	-5.87797e-05	-6.60472e-05	-7.29246e-05	-7.93353e-05	-8.52057e-05	-9.04672e-05	-9.50567e-05	-9.89184e-05	-0.000102005	-0.000104278	-0.00010571	-0.000106283	-0.000105994	-0.000104848	-0.000102864	-0.000100074	-9.65206e-05	-9.22563e-05	-8.73445e-05	-8.18574e-05	-7.5874e-05	-6.94792e-05	-6.2762e-05	-5.58132e-05	-4.8724e-05	-4.15843e-05	-3.44803e-05	-2.74935e-05	-2.06991e-05	-1.41644e-05	-7.94847e-06	-2.10075e-06	3.33889e-06	8.34047e-06	1.28838e-05	1.69577e-05	2.05599e-05	2.36952e-05	2.63749e-05	2.86147e-05	3.04331e-05	3.18496e-05	3.28821e-05	3.35446e-05	3.38446e-05	3.3781e-05	3.33416e-05	3.25014e-05	3.12216e-05	2.94519e-05	2.71377e-05	2.4218e-05	2.06404e-05	1.64659e-05	1.2012e-05	7.91321e-06	2.94017e-06	
-2.92713e-06	-7.89593e-06	-1.12862e-05	-1.35379e-05	-1.47438e-05	-1.49766e-05	-1.43751e-05	-1.30911e-05	-1.12742e-05	-9.04848e-06	-6.51275e-06	-3.7476e-06	-8.1628e-07	2.23427e-06	5.37095e-06	8.57227e-06	1.18265e-05	1.51298e-05	1.84844e-05	2.18975e-05	2.5379e-05	2.89409e-05	3.25958e-05	3.63557e-05	4.02313e-05	4.42309e-05	4.83599e-05	5.262e-05	5.70088e-05	6.15197e-05	6.61411e-05	7.08565e-05	7.56445e-05	8.04786e-05	8.53276e-05	9.01551e-05	9.49203e-05	9.95781e-05	0.000104079	0.000108371	0.000112396	0.000116098	0.000119415	0.000122286	0.000124649	0.000126442	0.000127605	0.00012808	0.000127813	0.000126752	0.000124854	0.000122078	0.000118393	0.000113775	0.000108208	0.000101686	9.42135e-05	8.58036e-05	7.64814e-05	6.62827e-05	5.52543e-05	4.34541e-05	3.0951e-05	1.78243e-05	4.1638e-06	-9.93123e-06	-2.43526e-05	-3.89839e-05	-5.37018e-05	-6.83771e-05	-8.2876e-05	-9.70615e-05	-0.000110795	-0.000123939	-0.000136358	-0.000147918	-0.000158495	-0.00016797	-0.000176236	-0.000183198	-0.000188774	-0.000192898	-0.000195523	-0.000196618	-0.000196174	-0.0001942	-0.00019073	-0.000185812	-0.000179519	-0.000171942	-0.000163186	-0.000153376	-0.000142648	-0.000131147	-0.000119029	-0.000106454	-9.3581e-05	-8.05708e-05	-6.75779e-05	-5.47499e-05	-4.22241e-05	-3.01255e-05	-1.85647e-05	-7.6367e-06	2.58041e-06	1.20258e-05	2.06556e-05	2.8443e-05	3.53761e-05	4.14573e-05	4.67005e-05	5.11284e-05	5.47698e-05	5.76556e-05	5.9815e-05	6.12711e-05	6.20362e-05	6.21081e-05	6.14653e-05	6.0064e-05	5.78377e-05	5.47018e-05	5.0552e-05	4.52778e-05	3.88241e-05	3.12779e-05	2.29768e-05	1.47735e-05	5.40494e-06	
-4.30043e-06	-1.17347e-05	-1.69458e-05	-2.02227e-05	-2.18005e-05	-2.18765e-05	-2.0702e-05	-1.85006e-05	-1.54813e-05	-1.183e-05	-7.69785e-06	-3.20401e-06	1.55806e-06	6.51809e-06	1.16266e-05	1.68517e-05	2.21757e-05	2.75927e-05	3.3106e-05	3.87255e-05	4.44655e-05	5.0343e-05	5.63752e-05	6.25786e-05	6.89668e-05	7.55495e-05	8.23314e-05	8.93112e-05	9.64809e-05	0.000103825	0.000111321	0.000118938	0.000126636	0.000134369	0.000142083	0.000149715	0.000157197	0.000164452	0.0001714	0.000177955	0.000184025	0.000189517	0.000194337	0.000198387	0.000201573	0.000203801	0.000204983	0.000205032	0.000203871	0.00020143	0.000197648	0.000192474	0.000185871	0.000177812	0.000168287	0.000157297	0.000144862	0.000131014	0.000115803	9.92959e-05	8.15728e-05	6.27312e-05	4.28835e-05	2.21566e-05	6.91195e-07	-2.1359e-05	-4.38287e-05	-6.65421e-05	-8.93144e-05	-0.000111954	-0.000134262	-0.00015604	-0.000177083	-0.000197193	-0.00021617	-0.000233825	-0.000249976	-0.000264452	-0.000277098	-0.000287775	-0.000296366	-0.000302773	-0.000306926	-0.00030878	-0.000308317	-0.00030555	-0.000300518	-0.000293294	-0.000283976	-0.000272692	-0.000259593	-0.000244857	-0.000228679	-0.000211273	-0.000192864	-0.000173687	-0.000153981	-0.000133984	-0.000113929	-9.40432e-05	-7.45365e-05	-5.56043e-05	-3.74221e-05	-2.01429e-05	-3.89565e-06	1.12157e-05	2.51127e-05	3.77417e-05	4.90727e-05	5.9097e-05	6.78244e-05	7.52791e-05	8.14954e-05	8.65124e-05	9.03677e-05	9.30914e-05	9.46994e-05	9.51869e-05	9.45219e-05	9.2642e-05	8.94542e-05	8.48325e-05	7.86258e-05	7.06971e-05	6.09726e-05	4.9503e-05	3.66182e-05	2.32466e-05	8.20928e-06	
-5.74605e-06	-1.57755e-05	-2.27975e-05	-2.69877e-05	-2.87795e-05	-2.84881e-05	-2.64774e-05	-2.30663e-05	-1.8532e-05	-1.31155e-05	-7.02061e-06	-4.09141e-07	6.5943e-06	1.3896e-05	2.14293e-05	2.91511e-05	3.70377e-05	4.50808e-05	5.32841e-05	6.16599e-05	7.02264e-05	7.90045e-05	8.80151e-05	9.72771e-05	0.000106805	0.000116608	0.000126686	0.00013703	0.000147624	0.000158438	0.000169432	0.000180554	0.000191741	0.000202919	0.000214002	0.000224896	0.000235495	0.000245686	0.000255348	0.000264355	0.000272576	0.000279877	0.000286124	0.000291183	0.000294922	0.000297218	0.00029795	0.000297009	0.000294297	0.000289729	0.000283233	0.000274755	0.000264257	0.000251721	0.000237148	0.000220558	0.000201994	0.000181519	0.000159214	0.000135185	0.000109556	8.24709e-05	5.40916e-05	2.45987e-05	-5.8108e-06	-3.69247e-05	-6.85171e-05	-0.00010035	-0.000132175	-0.000163736	-0.000194771	-0.000225014	-0.000254199	-0.000282063	-0.000308346	-0.000332798	-0.00035518	-0.000375269	-0.000392861	-0.000407772	-0.000419845	-0.00042895	-0.00043499	-0.000437902	-0.000437656	-0.000434263	-0.00042777	-0.000418262	-0.000405865	-0.000390738	-0.000373078	-0.000353111	-0.000331092	-0.000307302	-0.000282038	-0.000255612	-0.000228345	-0.00020056	-0.000172576	-0.000144702	-0.000117234	-9.04457e-05	-6.45886e-05	-3.98851e-05	-1.65269e-05	5.32718e-06	2.55521e-05	4.40564e-05	6.07807e-05	7.56955e-05	8.87973e-05	0.000100104	0.000109648	0.000117472	0.000123616	0.000128116	0.000130989	0.000132225	0.000131783	0.000129585	0.000125509	0.000119393	0.000111056	0.000100328	8.70843e-05	7.13286e-05	5.33396e-05	3.39447e-05	1.20348e-05	
-7.16125e-06	-1.9717e-05	-2.84194e-05	-3.33085e-05	-3.50649e-05	-3.41408e-05	-3.10038e-05	-2.6066e-05	-1.96848e-05	-1.21592e-05	-3.73925e-06	5.37213e-06	1.50181e-05	2.50823e-05	3.54818e-05	4.61627e-05	5.70948e-05	6.82673e-05	7.96837e-05	9.13583e-05	0.000103311	0.000115566	0.000128145	0.000141067	0.000154344	0.00016798	0.000181966	0.000196284	0.000210899	0.000225762	0.00024081	0.000255962	0.000271124	0.000286188	0.000301028	0.00031551	0.000329485	0.000342795	0.000355275	0.000366753	0.000377053	0.000385998	0.000393414	0.000399127	0.000402974	0.000404798	0.000404457	0.000401821	0.000396778	0.000389235	0.000379118	0.000366378	0.000350987	0.000332944	0.000312272	0.000289019	0.000263258	0.00023509	0.000204639	0.000172054	0.000137506	0.000101191	6.33235e-05	2.41405e-05	-1.61042e-05	-5.71396e-05	-9.86798e-05	-0.000140426	-0.000182067	-0.000223286	-0.000263758	-0.000303154	-0.000341147	-0.000377411	-0.000411627	-0.000443487	-0.000472696	-0.000498976	-0.000522072	-0.000541755	-0.000557825	-0.000570117	-0.000578503	-0.000582895	-0.00058325	-0.000579569	-0.000571899	-0.000560338	-0.000545027	-0.000526156	-0.000503958	-0.000478707	-0.000450714	-0.000420321	-0.000387898	-0.000353834	-0.000318533	-0.000282401	-0.000245849	-0.000209274	-0.000173062	-0.000137575	-0.000103146	-7.00796e-05	-3.86387e-05	-9.04877e-06	1.85071e-05	4.38878e-05	6.69931e-05	8.77614e-05	0.000106165	0.000122206	0.000135906	0.000147303	0.000156435	0.000163335	0.000168018	0.000170471	0.000170642	0.000168434	0.0001637	0.000156254	0.00014588	0.00013236	0.000115513	9.52828e-05	7.1811e-05	4.56891e-05	1.59635e-05	
-8.45318e-06	-2.32824e-05	-3.33975e-05	-3.86935e-05	-4.00967e-05	-3.82115e-05	-3.36198e-05	-2.68186e-05	-1.82409e-05	-8.24872e-06	2.86281e-06	1.48557e-05	2.75436e-05	4.07881e-05	5.44918e-05	6.85909e-05	8.30493e-05	9.78533e-05	0.000113006	0.000128521	0.000144421	0.000160727	0.000177462	0.00019464	0.000212266	0.000230335	0.000248826	0.000267698	0.000286898	0.000306348	0.000325954	0.000345601	0.000365155	0.000384464	0.000403359	0.000421655	0.000439157	0.000455657	0.000470939	0.000484784	0.000496969	0.000507275	0.000515486	0.000521396	0.00052481	0.000525549	0.00052345	0.000518375	0.000510204	0.000498847	0.000484239	0.000466344	0.000445155	0.000420696	0.00039302	0.000362211	0.000328382	0.000291674	0.000252257	0.000210327	0.000166107	0.000119842	7.18004e-05	2.22724e-05	-2.84333e-05	-7.99901e-05	-0.000132056	-0.000184274	-0.000236278	-0.000287691	-0.000338129	-0.000387207	-0.000434537	-0.000479735	-0.000522424	-0.000562237	-0.000598823	-0.000631851	-0.000661012	-0.000686027	-0.000706653	-0.000722681	-0.00073395	-0.000740341	-0.000741789	-0.000738279	-0.000729855	-0.000716613	-0.00069871	-0.000676356	-0.000649816	-0.000619404	-0.000585483	-0.000548455	-0.000508757	-0.000466854	-0.000423229	-0.000378379	-0.000332803	-0.000286992	-0.000241425	-0.000196558	-0.000152817	-0.00011059	-7.02253e-05	-3.20241e-05	3.76164e-06	3.69298e-05	6.73281e-05	9.4851e-05	0.000119436	0.000141059	0.000159721	0.000175445	0.000188263	0.000198198	0.000205261	0.000209429	0.000210641	0.000208784	0.000203691	0.00019515	0.000182906	0.000166688	0.000146258	0.00012145	9.22182e-05	5.88791e-05	2.06655e-05	
-9.54193e-06	-2.62391e-05	-3.73666e-05	-4.26866e-05	-4.3363e-05	-4.01413e-05	-3.37251e-05	-2.46999e-05	-1.35653e-05	-7.40182e-07	1.34348e-05	2.86897e-05	4.48146e-05	6.16521e-05	7.90914e-05	9.70603e-05	0.000115518	0.000134447	0.000153849	0.000173736	0.000194129	0.000215047	0.000236505	0.00025851	0.000281057	0.000304122	0.000327664	0.00035162	0.000375904	0.000400405	0.000424989	0.000449498	0.000473752	0.000497548	0.000520665	0.000542867	0.000563903	0.000583513	0.00060143	0.000617386	0.000631114	0.000642353	0.000650854	0.000656381	0.000658717	0.000657667	0.00065306	0.000644755	0.00063264	0.000616635	0.000596694	0.000572805	0.00054499	0.000513306	0.000477843	0.000438725	0.000396108	0.000350178	0.000301151	0.00024927	0.000194804	0.000138049	7.93218e-05	1.89612e-05	-4.26744e-05	-0.000105208	-0.000168247	-0.000231384	-0.0002942	-0.000356265	-0.000417143	-0.000476392	-0.00053357	-0.000588235	-0.000639954	-0.000688302	-0.000732872	-0.000773273	-0.000809144	-0.000840152	-0.000866001	-0.000886439	-0.000901258	-0.000910306	-0.000913485	-0.000910759	-0.000902155	-0.000887767	-0.000867753	-0.000842338	-0.000811812	-0.000776523	-0.00073688	-0.000693339	-0.000646401	-0.000596604	-0.000544513	-0.000490709	-0.000435784	-0.000380324	-0.000324906	-0.000270084	-0.000216379	-0.000164278	-0.000114216	-6.6582e-05	-2.1706e-05	2.01381e-05	5.87344e-05	9.39228e-05	0.000125595	0.000153686	0.000178171	0.000199049	0.00021633	0.000230029	0.000240141	0.000246634	0.000249433	0.000248409	0.000243379	0.000234095	0.000220264	0.000201564	0.000177672	0.000148285	0.000113168	7.23423e-05	2.52142e-05	
-1.03468e-05	-2.83656e-05	-3.99927e-05	-4.48614e-05	-4.43713e-05	-3.93963e-05	-3.07524e-05	-1.91139e-05	-5.04553e-06	1.09867e-05	2.86038e-05	4.7506e-05	6.74639e-05	8.83063e-05	0.000109912	0.000132201	0.000155128	0.000178674	0.000202835	0.000227622	0.000253048	0.000279127	0.000305864	0.000333252	0.000361266	0.000389862	0.00041897	0.000448494	0.00047831	0.000508265	0.000538178	0.00056784	0.000597017	0.00062545	0.000652863	0.00067896	0.000703436	0.000725976	0.000746264	0.000763984	0.000778831	0.000790509	0.00079874	0.000803269	0.000803866	0.00080033	0.000792494	0.000780225	0.000763428	0.000742045	0.000716056	0.000685482	0.00065038	0.000610846	0.00056701	0.000519038	0.000467129	0.000411514	0.00035245	0.000290226	0.000225154	0.000157572	8.784e-05	1.63393e-05	-5.65284e-05	-0.000130343	-0.000204669	-0.000279053	-0.00035303	-0.000426123	-0.000497847	-0.000567708	-0.00063521	-0.00069986	-0.000761166	-0.000818645	-0.00087183	-0.000920273	-0.000963552	-0.00100128	-0.00103309	-0.00105869	-0.00107782	-0.00109028	-0.00109593	-0.0010947	-0.00108661	-0.00107172	-0.00105018	-0.00102224	-0.000988198	-0.000948427	-0.000903375	-0.00085355	-0.000799515	-0.000741875	-0.000681275	-0.000618384	-0.000553885	-0.000488462	-0.000422793	-0.000357535	-0.000293312	-0.00023071	-0.000170266	-0.00011246	-5.77124e-05	-6.37721e-06	4.12553e-05	8.49594e-05	0.00012457	0.000159974	0.000191106	0.000217932	0.000240438	0.000258615	0.000272444	0.000281877	0.000286823	0.000287138	0.000282614	0.000272974	0.000257884	0.000236959	0.000209777	0.000175899	0.000134907	8.65091e-05	3.02778e-05	
