-5.3332e-06	6.06088e-06	-3.93088e-06	7.79992e-06	-2.00897e-06	9.85187e-06	6.5453e-08	1.17958e-05	1.81412e-06	1.32387e-05	2.93335e-06	1.39497e-05	3.25849e-06	1.38158e-05	2.71886e-06	1.27949e-05	1.29272e-06	1.0874e-05	-1.02939e-06	8.03915e-06	-4.2684e-06	4.25812e-06	-8.46646e-06	-5.22399e-07	-1.36845e-05	-6.36994e-06	-1.99914e-05	-1.33529e-05	-2.74494e-05	-2.15249e-05	-3.60978e-05	-3.09087e-05	-4.59379e-05	-4.14819e-05	-5.69196e-05	-5.31645e-05	-6.89298e-05	-6.58084e-05	-8.17839e-05	-7.91904e-05	-9.52209e-05	-9.30096e-05	-0.000108903	-0.000106889	-0.000122419	-0.000120386	-0.000135301	-0.000133001	-0.000147033	-0.000144205	-0.000157081	-0.00015346	-0.000164916	-0.000160248	-0.000170049	-0.000164108	-0.000172062	-0.000164667	-0.000170641	-0.000161673	-0.000165608	-0.000155025	-0.000156949	-0.000144794	-0.00014483	-0.00013124	-0.000129607	-0.000114809	-0.000111816	-9.61216e-05	-9.21542e-05	-7.59408e-05	-7.14393e-05	-5.51259e-05	-5.05571e-05	-3.45744e-05	-3.03986e-05	-1.51557e-05	-1.17926e-05	2.35518e-06	4.55721e-06	1.73354e-05	1.81232e-05	2.93571e-05	2.85866e-05	3.82087e-05	3.58467e-05	4.38929e-05	4.00077e-05	4.66024e-05	4.13449e-05	4.6679e-05	4.02575e-05	4.45624e-05	3.72158e-05	4.07378e-05	3.27117e-05	3.56919e-05	2.72213e-05	2.98832e-05	2.11854e-05	2.37352e-05	1.5016e-05	1.76547e-05	9.12587e-06	1.20743e-05	3.97537e-06	7.48302e-06	8.26352e-08	4.21134e-06	-2.6253e-06	
-5.20868e-06	6.98644e-06	-1.70504e-06	1.1907e-05	3.93795e-06	1.78968e-05	9.96346e-06	2.35465e-05	1.49559e-05	2.76168e-05	1.79757e-05	2.94199e-05	1.85381e-05	2.86359e-05	1.6451e-05	2.5161e-05	1.16679e-05	1.89751e-05	4.17362e-06	1.00473e-05	-6.08847e-06	-1.71332e-06	-1.92432e-05	-1.64645e-05	-3.54729e-05	-3.4406e-05	-5.49815e-05	-5.57353e-05	-7.79459e-05	-8.05979e-05	-0.000104466	-0.000109038	-0.000134519	-0.000140955	-0.000167917	-0.000176069	-0.000204278	-0.00021389	-0.000243005	-0.000253707	-0.000283271	-0.000294579	-0.000324029	-0.000335355	-0.000364034	-0.000374702	-0.00040188	-0.00041115	-0.000436059	-0.000443163	-0.000465027	-0.000469207	-0.000487288	-0.000487837	-0.000501481	-0.000497792	-0.000506468	-0.000498077	-0.000501428	-0.000488053	-0.000485929	-0.000467511	-0.000459999	-0.000436723	-0.00042417	-0.000396479	-0.000379492	-0.000348081	-0.00032751	-0.000293303	-0.000270206	-0.000234307	-0.000209894	-0.000173523	-0.000149079	-0.000113488	-9.02834e-05	-5.66694e-05	-3.58709e-05	-5.28305e-06	1.21329e-05	3.88688e-05	5.2184e-05	7.45218e-05	8.33187e-05	0.000101018	0.00010519	0.00011831	0.000118039	0.000126902	0.000122611	0.000127743	0.000120024	0.000122081	0.000111621	0.000111312	9.88247e-05	9.68538e-05	8.30235e-05	8.00506e-05	6.55153e-05	6.21562e-05	4.75261e-05	4.43942e-05	3.03158e-05	2.80967e-05	1.5335e-05	1.4897e-05	4.18328e-06	5.85134e-06	-2.31081e-06	
-5.36232e-06	7.4473e-06	-6.642e-07	1.46103e-05	7.88489e-06	2.36657e-05	1.68289e-05	3.19233e-05	2.39327e-05	3.74611e-05	2.76785e-05	3.91861e-05	2.73114e-05	3.65992e-05	2.25319e-05	2.95389e-05	1.3265e-05	1.7968e-05	-5.22335e-07	1.82757e-06	-1.89305e-05	-1.90361e-05	-4.21645e-05	-4.48754e-05	-7.05092e-05	-7.59935e-05	-0.000104264	-0.000112668	-0.000143662	-0.000155067	-0.000188783	-0.000203167	-0.000239483	-0.000256689	-0.000295333	-0.000315042	-0.000355573	-0.000377294	-0.000419093	-0.000442154	-0.000484433	-0.000507993	-0.000549805	-0.000572879	-0.000613154	-0.000634645	-0.00067223	-0.000690979	-0.000724691	-0.000739531	-0.000768215	-0.000778029	-0.000800623	-0.000804409	-0.000820002	-0.000816934	-0.000824825	-0.000814307	-0.000814061	-0.000795783	-0.000787274	-0.000761245	-0.000744691	-0.000711272	-0.00068725	-0.000647161	-0.000616607	-0.000570916	-0.000535102	-0.000485188	-0.00044567	-0.000393161	-0.000351705	-0.000298394	-0.000256872	-0.000204604	-0.000164883	-0.000115435	-7.92481e-05	-3.42049e-05	-3.0311e-06	3.63253e-05	6.13615e-05	9.41395e-05	0.000112338	0.000138084	0.000149196	0.000167904	0.000172114	0.000184179	0.00018205	0.000188197	0.000180572	0.000181749	0.000169643	0.000166915	0.000151413	0.00014586	0.000128028	0.000120688	0.000101538	9.33958e-05	7.39145e-05	6.59689e-05	4.72038e-05	4.05962e-05	2.3862e-05	1.99448e-05	6.46353e-06	6.42729e-06	-2.33462e-06	
-5.58994e-06	7.92801e-06	-2.77312e-07	1.62514e-05	9.82883e-06	2.69055e-05	2.00935e-05	3.60592e-05	2.75963e-05	4.14049e-05	3.04696e-05	4.15272e-05	2.7726e-05	3.57601e-05	1.89364e-05	2.38408e-05	3.94476e-06	5.66066e-06	-1.73498e-05	-1.89089e-05	-4.51202e-05	-5.00979e-05	-7.96478e-05	-8.82319e-05	-0.000121281	-0.000133662	-0.000170344	-0.00018666	-0.000227024	-0.000247305	-0.000291263	-0.00031538	-0.000362664	-0.000390291	-0.000440422	-0.000471012	-0.000523282	-0.000556058	-0.000609536	-0.0006435	-0.000697046	-0.000731005	-0.000783312	-0.000815923	-0.000865568	-0.000895396	-0.000940902	-0.000966484	-0.00100639	-0.00102632	-0.00105926	-0.00107222	-0.001097	-0.00110189	-0.00111752	-0.00111347	-0.00111924	-0.00110568	-0.00110123	-0.00107793	-0.00106325	-0.00103035	-0.00100583	-0.000963861	-0.000930273	-0.000880177	-0.00083869	-0.000781773	-0.000733921	-0.000671829	-0.000619457	-0.000554113	-0.000499296	-0.000432808	-0.000377755	-0.000312307	-0.000259235	-0.000196956	-0.000147957	-9.07876e-05	-4.76965e-05	2.74086e-06	3.84702e-05	8.09775e-05	0.000108362	0.000142239	0.000160817	0.000185887	0.000195722	0.00021231	0.000213939	0.000222798	0.000217146	0.00021935	0.000207601	0.000204422	0.000187901	0.000180683	0.000160743	0.000150825	0.000128792	0.000117477	9.46671e-05	8.32807e-05	6.10997e-05	5.11834e-05	3.12799e-05	2.44889e-05	8.7017e-06	7.21481e-06	-2.19569e-06	
-5.93716e-06	8.4265e-06	-3.26481e-07	1.71224e-05	1.01229e-05	2.79981e-05	2.03077e-05	3.65996e-05	2.67219e-05	4.02929e-05	2.73222e-05	3.74616e-05	2.09094e-05	2.72699e-05	6.91314e-06	9.32402e-06	-1.49418e-05	-1.65948e-05	-4.4859e-05	-5.07119e-05	-8.30999e-05	-9.33358e-05	-0.000130009	-0.000144837	-0.000185955	-0.000205554	-0.000251211	-0.000275668	-0.000325823	-0.000355059	-0.000409479	-0.000443198	-0.000501409	-0.000539061	-0.000600321	-0.000641082	-0.000704379	-0.000747159	-0.000811231	-0.000854702	-0.000918076	-0.000960723	-0.00102178	-0.00106197	-0.00111902	-0.00115507	-0.00120642	-0.00123669	-0.00128077	-0.00130374	-0.00133909	-0.00135343	-0.00137887	-0.00138348	-0.00139807	-0.00139217	-0.00139532	-0.00137843	-0.0013699	-0.00134192	-0.00132184	-0.00128305	-0.00125194	-0.00120301	-0.00116178	-0.00110377	-0.00105373	-0.000988048	-0.000930852	-0.000859286	-0.00079691	-0.000721509	-0.000656175	-0.000579201	-0.000513287	-0.000437101	-0.000373024	-0.000299971	-0.000240056	-0.000172319	-0.000118661	-5.81319e-05	-1.24646e-05	3.93808e-05	7.57971e-05	0.000117992	0.000144443	0.000176583	0.000192927	0.000215166	0.000221809	0.000234812	0.000232632	0.000237475	0.000227707	0.000225753	0.000209856	0.000202623	0.000182157	0.000171216	0.000147767	0.000134699	0.000109866	9.62979e-05	7.18241e-05	5.95647e-05	3.73057e-05	2.83937e-05	1.08187e-05	8.02838e-06	-2.08945e-06	
-6.42204e-06	8.84484e-06	-9.30942e-07	1.72453e-05	8.88619e-06	2.7118e-05	1.76973e-05	3.38844e-05	2.17208e-05	3.45974e-05	1.87472e-05	2.75485e-05	7.43862e-06	1.17369e-05	-1.29205e-05	-1.33673e-05	-4.27408e-05	-4.81123e-05	-8.23441e-05	-9.28299e-05	-0.000132081	-0.000147896	-0.000192336	-0.000213689	-0.000263445	-0.00029047	-0.000345553	-0.000378235	-0.000438463	-0.000476564	-0.000541503	-0.000584506	-0.000653424	-0.000700509	-0.000772365	-0.000822405	-0.000895866	-0.000947452	-0.00102094	-0.00107244	-0.0011442	-0.00119383	-0.001262	-0.00130794	-0.00137068	-0.00141111	-0.00146664	-0.00149987	-0.00154659	-0.00157113	-0.00160768	-0.00162225	-0.00164752	-0.00165116	-0.00166437	-0.0016564	-0.0016571	-0.00163719	-0.00162525	-0.00159341	-0.00156907	-0.00152566	-0.00148953	-0.00143526	-0.00138831	-0.00132428	-0.00126782	-0.00119547	-0.00113119	-0.00105229	-0.000982183	-0.000898827	-0.00082515	-0.000739644	-0.000664849	-0.000579647	-0.000506267	-0.000423848	-0.000354371	-0.000277104	-0.000213836	-0.000143839	-8.87598e-05	-2.77692e-05	1.75907e-05	6.83376e-05	0.000102991	0.000142827	0.000166384	0.000195238	0.000207905	0.000226275	0.0002288	0.000237677	0.000231251	0.000232	0.000218131	0.000212364	0.000192747	0.000182205	0.000158629	0.000145112	0.000119428	0.000104849	7.90406e-05	6.53877e-05	4.1606e-05	3.13475e-05	1.24124e-05	8.64519e-06	-2.04143e-06	
-7.04173e-06	9.19571e-06	-2.12832e-06	1.66319e-05	6.24311e-06	2.45048e-05	1.25311e-05	2.8248e-05	1.29954e-05	2.47966e-05	5.25165e-06	1.23506e-05	-1.20971e-05	-1.02051e-05	-3.99114e-05	-4.35375e-05	-7.8734e-05	-8.81265e-05	-0.000129007	-0.000144406	-0.000191157	-0.000212796	-0.000265574	-0.000293634	-0.000352499	-0.000387032	-0.000451867	-0.000492709	-0.000563143	-0.000609846	-0.000685192	-0.000736979	-0.000816213	-0.000871962	-0.000953729	-0.001012	-0.00109466	-0.00115376	-0.00123545	-0.0012935	-0.00137226	-0.00142729	-0.00150114	-0.00155123	-0.00161825	-0.00166159	-0.00172006	-0.00175501	-0.00180343	-0.00182859	-0.00186574	-0.00188	-0.00190494	-0.00190747	-0.00191956	-0.00190984	-0.00190876	-0.00188654	-0.00187226	-0.00183761	-0.00181042	-0.00176371	-0.00172421	-0.00166614	-0.00161526	-0.00154685	-0.00148585	-0.00140849	-0.00133898	-0.00125437	-0.0011783	-0.00108849	-0.00100809	-0.00091538	-0.000833128	-0.000740016	-0.000658518	-0.00056759	-0.000489468	-0.000403253	-0.000331002	-0.000251831	-0.000187665	-0.000117523	-6.32397e-05	-3.63897e-06	3.9496e-05	8.76128e-05	0.000118938	0.000155245	0.00017473	0.000199515	0.000207726	0.000221836	0.000219859	0.0002246	0.000213927	0.000210937	0.000193334	0.000184467	0.000161868	0.000149106	0.000123585	0.000109042	8.27499e-05	6.86608e-05	4.40902e-05	3.31735e-05	1.33215e-05	9.06043e-06	-2.04982e-06	
-7.80556e-06	9.51167e-06	-3.87972e-06	1.53326e-05	2.26328e-06	2.03413e-05	5.04895e-06	1.99788e-05	8.56626e-07	1.12833e-05	-1.27366e-05	-7.64884e-06	-3.71893e-05	-3.79891e-05	-7.34694e-05	-8.05398e-05	-0.000122247	-0.0001359	-0.000184072	-0.000204588	-0.000259422	-0.000287034	-0.000348644	-0.000383475	-0.000451817	-0.000493794	-0.000568579	-0.000617347	-0.000697966	-0.000752825	-0.000838308	-0.000898188	-0.0009872	-0.00105067	-0.00114155	-0.00120689	-0.00129772	-0.00136299	-0.00145172	-0.00151487	-0.0015994	-0.0016584	-0.00173674	-0.00178967	-0.00185997	-0.00190509	-0.00196575	-0.00200158	-0.00205129	-0.0020766	-0.0021143	-0.00212816	-0.00215309	-0.0021548	-0.00216648	-0.0021556	-0.00215378	-0.00213014	-0.00211482	-0.00207847	-0.0020499	-0.00200116	-0.00195988	-0.00189934	-0.00184617	-0.00177473	-0.0017108	-0.00162972	-0.00155651	-0.00146738	-0.00138675	-0.00129152	-0.00120563	-0.00110658	-0.00101791	-0.000917551	-0.000828764	-0.000729787	-0.000643634	-0.00054872	-0.000467882	-0.000379576	-0.000306505	-0.000227045	-0.000163808	-9.49831e-05	-4.31313e-05	1.38313e-05	5.33566e-05	9.78628e-05	0.000124775	0.00015688	0.000171537	0.000191912	0.000195257	0.000205104	0.000198563	0.000199502	0.000184867	0.000178812	0.000158119	0.000147203	0.000122679	0.00010915	8.31487e-05	6.95202e-05	4.47443e-05	3.38693e-05	1.35698e-05	9.31335e-06	-2.1383e-06	
-8.72575e-06	9.81598e-06	-6.15281e-06	1.3441e-05	-2.9827e-06	1.47568e-05	-4.57139e-06	9.34252e-06	-1.44256e-05	-5.60642e-06	-3.48487e-05	-3.20036e-05	-6.73747e-05	-7.10791e-05	-0.000113035	-0.00012374	-0.000172619	-0.000190689	-0.000246757	-0.000272499	-0.00033594	-0.00036956	-0.000440415	-0.000481943	-0.000560024	-0.00060922	-0.000694024	-0.000750302	-0.000840949	-0.000903328	-0.000998541	-0.00106565	-0.00116379	-0.0012339	-0.00133303	-0.00140419	-0.00150219	-0.00157228	-0.00166698	-0.00173389	-0.00182319	-0.00188491	-0.00196687	-0.00202158	-0.00209453	-0.00214066	-0.00220319	-0.00223944	-0.00229043	-0.00231577	-0.00235437	-0.00236801	-0.00239361	-0.00239497	-0.00240717	-0.00239587	-0.00239445	-0.0023703	-0.00235524	-0.00231822	-0.0022897	-0.00224002	-0.00219842	-0.00213652	-0.0020825	-0.00200912	-0.00194365	-0.00185985	-0.00178425	-0.00169147	-0.00160745	-0.00150754	-0.00141717	-0.00131235	-0.00121808	-0.00111088	-0.00101544	-0.000908624	-0.000814888	-0.000711308	-0.000622151	-0.000524574	-0.000442698	-0.000353631	-0.000281386	-0.000202908	-0.00014214	-7.57716e-05	-2.77124e-05	2.56765e-05	6.04755e-05	0.000100697	0.000122372	0.000149904	0.000159232	0.000175149	0.000173467	0.000179339	0.000168421	0.00016619	0.000148148	0.00014004	0.000117194	0.00010561	8.0535e-05	6.81642e-05	4.36835e-05	3.35787e-05	1.32108e-05	9.42731e-06	-2.31455e-06	
-9.81743e-06	1.01344e-05	-8.93922e-06	1.10361e-05	-9.41502e-06	7.87595e-06	-1.6207e-05	-3.43891e-06	-3.26062e-05	-2.55597e-05	-6.07612e-05	-6.02987e-05	-0.000102217	-0.000108958	-0.000158068	-0.000172509	-0.000229189	-0.000251737	-0.000316261	-0.000347226	-0.000419738	-0.000459268	-0.000539699	-0.000587694	-0.000675673	-0.000731691	-0.000826464	-0.000889653	-0.000990047	-0.00105913	-0.00116356	-0.00123688	-0.00134342	-0.001419	-0.00152551	-0.00160121	-0.00170544	-0.00177907	-0.00187884	-0.0019483	-0.00204159	-0.00210498	-0.00219002	-0.0022457	-0.00232101	-0.00236762	-0.00243202	-0.00246845	-0.00252104	-0.00254644	-0.00258653	-0.00260023	-0.00262731	-0.0026288	-0.00264252	-0.00263143	-0.00263157	-0.00260765	-0.0025941	-0.00255724	-0.00253005	-0.00248029	-0.00243969	-0.0023773	-0.00232375	-0.00224926	-0.00218353	-0.0020978	-0.002021	-0.0019253	-0.00183896	-0.00173496	-0.00164106	-0.0015309	-0.00143183	-0.00131805	-0.00121655	-0.00110199	-0.00100109	-0.000888763	-0.000791524	-0.000684445	-0.000593845	-0.000494804	-0.000413498	-0.000324889	-0.000255042	-0.000178696	-0.000121845	-5.89208e-05	-1.58925e-05	3.317e-05	6.22807e-05	9.77587e-05	0.000113556	0.000136386	0.000140098	0.000151777	0.000145142	0.000147626	0.000132791	0.000128351	0.000107735	9.89366e-05	7.52533e-05	6.48892e-05	4.11309e-05	3.24698e-05	1.22958e-05	9.44541e-06	-2.59608e-06	
