0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	
0	-0.0237252	0.0278324	0.0547101	0.0538609	0.0531797	0.0579065	0.0650468	0.0646721	0.0534954	0.0490982	0.0743231	0.0570782	-0.0174563	0	
0	-0.0332905	-0.0379	-0.0239776	0.00114678	0.0235215	0.0274126	0.024534	0.0259679	0.0300949	0.0117943	-0.0386498	-0.0673946	-0.0467365	0	
0	0.00486516	-0.00337253	-0.0125905	-0.00529606	-0.00137954	0.000472838	0.0030496	-0.00029215	-0.00406487	-0.00546242	-0.0185325	-0.0234787	-0.0130116	0	
0	0.00567947	-0.00485981	-0.0180226	-0.0215336	-0.0194623	-0.012894	-0.00976915	-0.0128557	-0.0205236	-0.0260752	-0.0267265	-0.00910667	0.00572846	0	
0	-0.003974	-0.0110167	-0.0105114	-0.0122529	-0.0155663	-0.0193548	-0.0242257	-0.0249848	-0.0238912	-0.0204354	-0.0135847	-0.00318796	0.00713192	0	
0	-0.00227502	-0.00434323	-0.00953868	-0.0182962	-0.0230378	-0.0250244	-0.0260241	-0.0264555	-0.0265459	-0.0220991	-0.0110757	-0.00333289	-7.9127e-05	0	
0	-0.00266723	-0.00717305	-0.0126248	-0.0166935	-0.0194746	-0.0227725	-0.0249013	-0.0251445	-0.0213429	-0.0152379	-0.00944469	-0.00562958	-0.00393258	0	
0	0.000246413	-0.00449656	-0.0101626	-0.013938	-0.017895	-0.0214892	-0.0225306	-0.0215407	-0.0179322	-0.0131757	-0.00991861	-0.00510735	-0.000946526	0	
0	-0.00234336	-0.0053968	-0.00831882	-0.0122024	-0.0158603	-0.0175931	-0.0173618	-0.0157712	-0.0137509	-0.0104678	-0.00681828	-0.00337887	-0.000658227	0	
0	-0.000905759	-0.00294751	-0.00612353	-0.00996417	-0.0122825	-0.013268	-0.0137806	-0.0128255	-0.0109617	-0.00831876	-0.00460762	-0.00205792	-0.000783855	0	
0	-0.000693844	-0.00291204	-0.00555156	-0.00750706	-0.00882176	-0.00987333	-0.0102149	-0.00925484	-0.00719835	-0.00525036	-0.00330258	-0.00140256	-0.000282679	0	
0	-0.00021239	-0.00140538	-0.00302409	-0.00454868	-0.00602279	-0.00693092	-0.00679849	-0.00619498	-0.00505183	-0.00352584	-0.00223671	-0.00100381	-0.000131345	0	
0	-0.000491242	-0.00103047	-0.00171069	-0.00265409	-0.00323471	-0.00343355	-0.0034353	-0.00296048	-0.00233857	-0.00158042	-0.000658686	-0.000147665	-7.40738e-05	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
