0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	0.11547	
0	-0.0311664	0.0466025	0.0565037	0.0193636	0.0102302	0.0430842	0.0215461	-0.0494059	0	
0	-0.0427567	-0.0489896	-0.0400221	-0.0126304	-0.0262336	-0.0904472	-0.106383	-0.0652224	0	
0	0.0114992	-0.00667195	-0.0366537	-0.0416368	-0.0429826	-0.0386532	-0.00358307	0.00556231	0	
0	-0.000431454	-0.0244182	-0.0437735	-0.0433547	-0.0314101	-0.0173014	0.00577395	0.0148419	0	
0	-0.0123368	-0.028903	-0.0237164	-0.0123493	0.00175758	0.0149938	0.012441	0.00962883	0	
0	-0.000615802	0.000939887	0.00229149	0.00144937	0.00136056	0.00239374	0.00278832	0.00233354	0	
0	-0.00187746	0.000994475	0.00532021	0.0101254	0.0139838	0.0105831	0.00478358	-0.000516463	0	
0	0.0046604	0.00677169	0.00826297	0.00653857	0.00488547	0.00352497	0.00089349	-0.000340975	0	
0	0	0	0	0	0	0	0	0	0	
