0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.0426752	0.0166568	0.0139425	-0.0116613	-0.000992931	0.00452182	0.00233644	-0.00162265	-0.00706374	0.0217139	-0.00337459	-0.00507757	-0.0581863	0	
0	0.031723	0.0503115	0.0369808	0.0065127	0.00847094	0.00553442	0.00364177	6.41141e-05	-0.0157637	-0.00375777	-0.015274	-0.0562144	-0.0502153	0	
0	0.017141	0.0587223	0.0377869	0.0236557	0.0149022	0.00673474	0.00237315	-0.000906483	-0.0153888	-0.0276455	-0.037543	-0.0732471	-0.00766413	0	
0	0.0213381	0.0362285	0.0271801	0.0310884	0.0197593	0.011648	0.00250914	-0.00697674	-0.0187315	-0.0380554	-0.0381347	-0.049869	-0.0032364	0	
0	0.0220994	0.0258555	0.0291462	0.0298394	0.0179241	0.0113498	0.00142772	-0.0105514	-0.0203377	-0.0349332	-0.0352264	-0.0236679	-0.017327	0	
0	0.0143156	0.0221885	0.0267844	0.0205987	0.0144208	0.00992583	0.000133136	-0.0114108	-0.0209043	-0.0237545	-0.0276234	-0.0142673	-0.0139467	0	
0	0.0114479	0.0190407	0.0195498	0.0160137	0.0136326	0.00667757	-0.00223435	-0.00883853	-0.0178092	-0.0169258	-0.0182018	-0.014685	-0.00813529	0	
0	0.00860465	0.0133416	0.0134051	0.0132212	0.00989627	0.0030406	-0.00312591	-0.00626236	-0.0118425	-0.0141881	-0.0115734	-0.0116885	-0.00456498	0	
0	0.00586912	0.00889712	0.0103271	0.0094183	0.00539802	0.00248547	-0.00144	-0.00578727	-0.00742589	-0.0102738	-0.00862054	-0.00671242	-0.00316149	0	
0	0.0034533	0.00593681	0.00687339	0.00537673	0.00316391	0.00186648	-0.000745524	-0.00463981	-0.0051714	-0.00565766	-0.00611795	-0.00364796	-0.00193971	0	
0	0.00203302	0.00348386	0.00342633	0.00316124	0.0026998	0.000495625	-0.000956974	-0.00185137	-0.00356905	-0.00326332	-0.00311027	-0.00203809	-0.00102494	0	
0	0.000926625	0.00151177	0.00137554	0.00153301	0.00139986	-0.000105786	-0.000747702	-0.000339128	-0.0018756	-0.0019109	-0.000948728	-0.00097015	-0.00046912	0	
0	0.00019645	0.000360853	0.000540785	0.000303526	0.000106865	0.000216124	-0.000158954	-0.000307201	-0.000455704	-0.000497187	-0.000159438	-0.000337767	7.64471e-06	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
