0	0	0	0	0	0	0	0	0	0	
0	0.0399684	0.0136368	0.00551413	-0.0368819	0.0364382	-0.018224	0.013441	-0.0453891	0	
0	0.0319096	0.0526858	0.0189539	-0.0407037	0.00252737	-0.0215244	-0.0565641	-0.00223719	0	
0	0.0202542	0.0497332	0.00357967	-0.0291802	-0.0301875	-0.0181984	-0.0459714	0.0480157	0	
0	0.0184702	0.0119603	-0.020861	-0.0157055	-0.0267411	-0.00262185	-0.00169774	0.0259204	0	
0	0.00655477	-0.00539565	-0.01333	-0.0020935	-0.00736497	0.00340474	0.0135574	9.49352e-05	0	
0	-0.00726024	-0.00918314	-0.00261383	-0.00738509	0.00217961	0.00834678	0.00956623	0.00244163	0	
0	-0.00547238	-0.00484825	0.000831051	-0.0043792	0.00443915	0.00577307	0.00186296	0.00292483	0	
0	-0.00216288	-0.00208116	-0.00131422	0.000863232	0.00232974	0.000651721	-0.000572824	0.00197358	0	
0	0	0	0	0	0	0	0	0	0	
