1	0.975	0.925	0.875	0.825	0.775	0.725	0.675	0.625	0.575	0.525	0.45	0.35	0.25	0.15	0.05	0	
0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	0	
1	0.966666666666667	0.933333333333333	0.9	0.866666666666667	0.833333333333333	0.8	0.766666666666667	0.733333333333333	0.7	0.666666666666667	0	
0.115470053837925	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
