1	0.98	0.94	0.9	0.86	0.82	0.78	0.74	0.7	0.66	0.62	0.58	0.54	0.5	0.46	0.42	0.38	0.34	0.3	0.26	0.22	0.18	0.14	0.1	0.06	0.02	0	
0	-0.00430565	-0.0135603	-0.0199038	-0.0204436	-0.0176243	-0.0138979	-0.0108452	-0.00849175	-0.00639738	-0.00431101	-0.00213679	-7.34617e-05	0.001895	0.00407124	0.0063014	0.00839655	0.0106218	0.0128212	0.01438	0.0149591	0.0145411	0.0131682	0.0114168	0.00734714	0.00206297	0	
1	0.98	0.94	0.9	0.86	0.82	0.78	0.74	0.7	0.66	0.62	0.58	0.54	0.5	0.46	0.42	0.38	0.34	0.3	0.26	0.22	0.18	0.14	0.1	0.06	0.02	0	
0.057735	0.0395589	0.0190629	0.0158226	0.0143395	0.0129109	0.0108238	0.00854856	0.00643347	0.0042865	0.00218512	0.000270068	-0.00159287	-0.00345658	-0.00527195	-0.00712459	-0.00917929	-0.0114736	-0.0137168	-0.0152801	-0.0155375	-0.0142911	-0.01186	-0.00872654	-0.00512816	-0.00161563	0	
